allpoint_rms_5,band_LE_lower,band_LE_upper,band_MID_lower,band_MID_upper,band_TE_lower,band_TE_upper,cl_kj,cl_p,converged,entropy,kutta,level,m1_max,n_floored,n_shock_cells,p14_cl_kj,p14_cl_p,pooled_rms_5,r2_validity,res_final,rms_eta0.20,rms_eta0.44,rms_eta0.65,rms_eta0.80,rms_eta0.90,rms_eta0.96,rms_eta0.99,sigma_min,transport_converged,wall_s,xshock_eta0.20,xshock_eta0.44,xshock_eta0.65,xshock_eta0.80,xshock_eta0.90,xshock_eta0.96,xshock_eta0.99
0.132315,0.094042,0.242215,0.026208,0.098309,0.048574,0.071562,0.277169,0.272997,True,ON/pressure,pressure,medium,1.9502133069289587,0,5281,0.282263,0.277628,0.125473,PASS,6.290435852343873e-15,0.099223,0.113651,0.118973,0.115286,0.180231,0.148175,0.245552,0.7440958536204569,,189.8,0.6490622448064307,0.5957777841467177,0.5404719956777106,0.47306365132593536,0.37100962791665076,0.2919132589032151,0.27214891750628467
