allpoint_rms_5,band_LE_lower,band_LE_upper,band_MID_lower,band_MID_upper,band_TE_lower,band_TE_upper,cl_kj,cl_p,converged,entropy,kutta,level,m1_max,n_floored,n_shock_cells,p14_cl_kj,p14_cl_p,pooled_rms_5,r2_validity,res_final,rms_eta0.20,rms_eta0.44,rms_eta0.65,rms_eta0.80,rms_eta0.90,rms_eta0.96,rms_eta0.99,sigma_min,transport_converged,wall_s,xshock_eta0.20,xshock_eta0.44,xshock_eta0.65,xshock_eta0.80,xshock_eta0.90,xshock_eta0.96,xshock_eta0.99
0.129666,0.090132,0.236143,0.023263,0.095494,0.041923,0.089624,0.268824,0.264293,True,OFF/probe,probe,medium,,0,,0.282263,0.277628,0.125994,n/a,6.748769419328788e-15,0.098035,0.116098,0.139478,0.11884,0.157519,0.148328,0.218897,,,115.9,0.6513822001673599,0.5960288904558328,0.5400823366245155,0.46610477264056327,0.3612414416788496,0.2821137313217738,0.8084633583617205
0.129425,0.090022,0.236145,0.023145,0.094673,0.04171,0.089656,0.268093,0.263528,True,ON/probe,probe,medium,1.9708051510725433,0,2917,0.282263,0.277628,0.12562,PASS,4.3028842109625034e-11,0.097335,0.115764,0.13925,0.117734,0.158015,0.149674,0.219694,0.7345035829012546,,138.0,0.6513685195645331,0.5954979930184938,0.538479620223375,0.46065133816267884,0.341720611044563,0.27627918930110085,0.8081311755823417
0.128821,0.092282,0.235452,0.026609,0.096413,0.048394,0.065904,0.281875,0.277257,True,OFF/pressure,pressure,medium,,0,,0.282263,0.277628,0.125409,n/a,9.323364371560097e-15,0.098831,0.115903,0.139969,0.11744,0.154904,0.144825,0.222292,,,234.7,0.6650236934627645,0.5973174976947843,0.5425138945082952,0.470121725971984,0.36226937691257693,0.28364286389768817,0.9394118810143316
0.128404,0.092155,0.235615,0.02647,0.09476,0.048221,0.066022,0.281179,0.276527,True,ON/pressure,pressure,medium,1.731070169235308,0,2925,0.282263,0.277628,0.124891,PASS,7.106337066739175e-15,0.098026,0.115632,0.139585,0.11619,0.155024,0.145979,0.223189,0.8426689056564594,,245.9,0.6625180680967346,0.5968152938072792,0.5409178384751324,0.46847773329086745,0.34343258444761626,0.28540228810468127,0.939357258604016
