allpoint_rms_5,band_LE_lower,band_LE_upper,band_MID_lower,band_MID_upper,band_TE_lower,band_TE_upper,cl_kj,cl_p,converged,entropy,kutta,level,m1_max,n_floored,n_shock_cells,p14_cl_kj,p14_cl_p,pooled_rms_5,r2_validity,res_final,rms_eta0.20,rms_eta0.44,rms_eta0.65,rms_eta0.80,rms_eta0.90,rms_eta0.96,rms_eta0.99,sigma_min,transport_converged,wall_s,xshock_eta0.20,xshock_eta0.44,xshock_eta0.65,xshock_eta0.80,xshock_eta0.90,xshock_eta0.96,xshock_eta0.99
0.132319,0.094043,0.242221,0.026208,0.098318,0.048574,0.071563,0.277167,0.272994,True,ON/pressure,pressure,medium,1.9502148892704507,0,5279,0.282263,0.277628,0.125478,PASS,7.327557454127702e-15,0.099223,0.113652,0.118968,0.115313,0.180233,0.148174,0.245552,0.7440951174445697,,162.4,0.649062218313301,0.5957928736321957,0.5404988077955446,0.473071912889104,0.37101521646559577,0.291925029024272,0.27214386476771696
