level,growth,h_wall_normal,h_wall_tangential,n_radial,n_theta,r_achieved,dz,r_far_requested,n_nodes,n_tets,n_tris_wall,n_tris_farfield,normal_err_max_deg,normal_err_mean_deg,stats_n_nodes,stats_n_elements,stats_total_volume,stats_min_volume,stats_max_volume,stats_mean_volume,stats_min_edge_length,stats_max_edge_length,stats_mean_edge_length
medium,1.15,0.02,0.06544984694978735,37,96,21.286913591433446,0.1,20.0,7104,20736,192,192,0.6251983894525469,0.6251983894509224,7104,20736,141.9402852937808,2.1801043076714145e-05,0.061803686752842375,0.006845114067022607,0.019999999999999952,2.9667966859117194,0.4541812238937669
