level,growth,h_wall_normal,h_wall_tangential,n_radial,n_theta,r_achieved,dz,r_far_requested,n_nodes,n_tets,n_tris_wall,n_tris_farfield,normal_err_max_deg,normal_err_mean_deg,stats_n_nodes,stats_n_elements,stats_total_volume,stats_min_volume,stats_max_volume,stats_mean_volume,stats_min_edge_length,stats_max_edge_length,stats_mean_edge_length
fine,1.15,0.01,0.032724923474893676,42,192,21.469538544660544,0.05,20.0,16128,47232,384,384,0.31252479204380246,0.31252479204140016,16128,47232,72.23448222597331,2.72659023514794e-06,0.015680366134888612,0.001529354721925248,0.00999999999999992,2.758549084193246,0.33868398259487137
