level,growth,h_wall_normal,h_wall_tangential,n_radial,n_theta,r_achieved,dz,r_far_requested,n_nodes,n_tets,n_tris_wall,n_tris_farfield,normal_err_max_deg,normal_err_mean_deg,stats_n_nodes,stats_n_elements,stats_total_volume,stats_min_volume,stats_max_volume,stats_mean_volume,stats_min_edge_length,stats_max_edge_length,stats_mean_edge_length
coarse,1.15,0.04,0.1308996938995747,32,48,21.03827673341432,0.2,20.0,3072,8928,96,96,1.2515888175086403,1.2515888175082457,3072,8928,276.67945293545824,0.0001740349229600686,0.24242744221011203,0.03099008209402534,0.04000000000000001,3.6978629178230342,0.6949109742141145
