x_c,y_c,cp,mach_local,surface
0.000000,0.000000,0.588964,0.463260,upper
0.000034,0.000218,0.519708,0.490804,upper
0.000069,0.000440,0.517375,0.490620,upper
0.000105,0.000668,0.520148,0.490392,upper
0.000142,0.000902,0.513099,0.494370,upper
0.000180,0.001140,0.496169,0.502274,upper
0.000219,0.001384,0.469637,0.514200,upper
0.000260,0.001634,0.434824,0.529874,upper
0.000303,0.001889,0.390468,0.549582,upper
0.000350,0.002149,0.335137,0.573812,upper
0.000400,0.002415,0.265462,0.603612,upper
0.000456,0.002686,0.179421,0.640033,upper
0.000521,0.002962,0.080232,0.682104,upper
0.000604,0.003240,-0.011807,0.717886,upper
0.000703,0.003519,-0.076964,0.741410,upper
0.000812,0.003803,-0.135114,0.764201,upper
0.000932,0.004089,-0.205560,0.791673,upper
0.001063,0.004378,-0.285102,0.822929,upper
0.001208,0.004669,-0.372525,0.856675,upper
0.001369,0.004960,-0.455817,0.889894,upper
0.001547,0.005250,-0.526921,0.913252,upper
0.001741,0.005538,-0.559551,0.923534,upper
0.001951,0.005825,-0.544680,0.918219,upper
0.002173,0.006113,-0.514078,0.901066,upper
0.002401,0.006408,-0.506403,0.896812,upper
0.002635,0.006708,-0.569948,0.924906,upper
0.002883,0.007008,-0.658866,0.961954,upper
0.003146,0.007308,-0.721214,0.987404,upper
0.003423,0.007607,-0.775385,1.007313,upper
0.003714,0.007905,-0.796767,1.015711,upper
0.004020,0.008202,-0.776355,1.008715,upper
0.004339,0.008500,-0.723087,0.984082,upper
0.004670,0.008798,-0.659622,0.954365,upper
0.005012,0.009100,-0.613587,0.934648,upper
0.005362,0.009408,-0.597433,0.928017,upper
0.005722,0.009722,-0.623934,0.938228,upper
0.006093,0.010039,-0.661978,0.954961,upper
0.006476,0.010359,-0.694640,0.969225,upper
0.006872,0.010681,-0.729961,0.984556,upper
0.007281,0.011006,-0.766933,1.000636,upper
0.007703,0.011332,-0.806427,1.017914,upper
0.008140,0.011659,-0.848445,1.036433,upper
0.008591,0.011987,-0.892956,1.056208,upper
0.009058,0.012316,-0.940040,1.077370,upper
0.009541,0.012644,-0.987322,1.098702,upper
0.010040,0.012972,-1.027380,1.117021,upper
0.010554,0.013300,-1.058969,1.131803,upper
0.011085,0.013629,-1.087023,1.144987,upper
0.011631,0.013958,-1.113089,1.157324,upper
0.012195,0.014287,-1.137257,1.168868,upper
0.012775,0.014616,-1.159268,1.179478,upper
0.013372,0.014945,-1.178817,1.188986,upper
0.013986,0.015274,-1.195639,1.197236,upper
0.014618,0.015604,-1.209170,1.203920,upper
0.015267,0.015935,-1.221807,1.210213,upper
0.015934,0.016266,-1.236311,1.217521,upper
0.016620,0.016597,-1.251617,1.225299,upper
0.017325,0.016927,-1.266109,1.232712,upper
0.018048,0.017258,-1.278815,1.239259,upper
0.018791,0.017589,-1.289238,1.244681,upper
0.019553,0.017921,-1.296956,1.248720,upper
0.020335,0.018253,-1.301555,1.251195,upper
0.021136,0.018588,-1.302754,1.251882,upper
0.021957,0.018924,-1.303884,1.252471,upper
0.022799,0.019262,-1.307954,1.254658,upper
0.023662,0.019600,-1.313506,1.257651,upper
0.024546,0.019940,-1.318943,1.260588,upper
0.025453,0.020280,-1.323485,1.263061,upper
0.026381,0.020621,-1.326849,1.264911,upper
0.027332,0.020964,-1.328889,1.266068,upper
0.028305,0.021308,-1.329278,1.266340,upper
0.029302,0.021655,-1.329227,1.266366,upper
0.030322,0.022003,-1.330890,1.267318,upper
0.031366,0.022351,-1.333827,1.268956,upper
0.032436,0.022702,-1.336304,1.270353,upper
0.033530,0.023053,-1.337494,1.271063,upper
0.034649,0.023406,-1.337132,1.270935,upper
0.035795,0.023762,-1.335107,1.269911,upper
0.036966,0.024120,-1.331293,1.267912,upper
0.038164,0.024481,-1.327001,1.265661,upper
0.039389,0.024845,-1.324345,1.264291,upper
0.040641,0.025212,-1.323042,1.263634,upper
0.041922,0.025581,-1.321809,1.263025,upper
0.043231,0.025952,-1.320341,1.262292,upper
0.044569,0.026325,-1.318588,1.261407,upper
0.045938,0.026701,-1.316493,1.260339,upper
0.047336,0.027080,-1.314078,1.259101,upper
0.048765,0.027460,-1.311890,1.257984,upper
0.050226,0.027843,-1.310053,1.257054,upper
0.051718,0.028229,-1.308036,1.256030,upper
0.053243,0.028616,-1.305656,1.254813,upper
0.054801,0.029006,-1.302879,1.253386,upper
0.056393,0.029399,-1.299650,1.251721,upper
0.058018,0.029794,-1.295929,1.249804,upper
0.059678,0.030193,-1.292256,1.247915,upper
0.061374,0.030594,-1.289087,1.246291,upper
0.063105,0.030998,-1.286181,1.244806,upper
0.064873,0.031404,-1.283375,1.243375,upper
0.066677,0.031813,-1.280702,1.242016,upper
0.068520,0.032225,-1.278223,1.240759,upper
0.070401,0.032639,-1.275834,1.239550,upper
0.072321,0.033055,-1.273167,1.238201,upper
0.074280,0.033475,-1.270389,1.236795,upper
0.076279,0.033896,-1.267994,1.235589,upper
0.078320,0.034320,-1.266086,1.234635,upper
0.080401,0.034746,-1.264712,1.233957,upper
0.082526,0.035174,-1.263896,1.233570,upper
0.084693,0.035603,-1.263009,1.233146,upper
0.086903,0.036034,-1.261638,1.232471,upper
0.089158,0.036467,-1.260298,1.231813,upper
0.091457,0.036901,-1.259293,1.231328,upper
0.093802,0.037337,-1.258600,1.231004,upper
0.096193,0.037773,-1.258200,1.230832,upper
0.098630,0.038211,-1.257926,1.230724,upper
0.101115,0.038649,-1.257475,1.230526,upper
0.103649,0.039089,-1.256766,1.230195,upper
0.106230,0.039529,-1.255829,1.229747,upper
0.108861,0.039970,-1.254622,1.229161,upper
0.111542,0.040413,-1.253079,1.228404,upper
0.114274,0.040857,-1.251056,1.227402,upper
0.117056,0.041302,-1.248934,1.226351,upper
0.119890,0.041749,-1.247365,1.225583,upper
0.122777,0.042196,-1.246520,1.225185,upper
0.125716,0.042643,-1.246416,1.225166,upper
0.128710,0.043090,-1.246486,1.225237,upper
0.131757,0.043537,-1.245426,1.224733,upper
0.134859,0.043985,-1.244110,1.224095,upper
0.138017,0.044432,-1.244316,1.224234,upper
0.141231,0.044878,-1.246235,1.225254,upper
0.144501,0.045322,-1.249800,1.227127,upper
0.147829,0.045760,-1.253803,1.229232,upper
0.151216,0.046195,-1.256723,1.230777,upper
0.154660,0.046627,-1.258244,1.231599,upper
0.158163,0.047056,-1.258381,1.231706,upper
0.161726,0.047484,-1.257127,1.231099,upper
0.165347,0.047913,-1.255679,1.230390,upper
0.169029,0.048340,-1.254830,1.229988,upper
0.172771,0.048765,-1.253859,1.229525,upper
0.176574,0.049190,-1.252379,1.228802,upper
0.180438,0.049614,-1.250374,1.227810,upper
0.184364,0.050038,-1.248079,1.226671,upper
0.188351,0.050461,-1.245906,1.225597,upper
0.192400,0.050884,-1.244032,1.224675,upper
0.196512,0.051305,-1.242455,1.223905,upper
0.200687,0.051725,-1.241034,1.223215,upper
0.204925,0.052143,-1.239293,1.222363,upper
0.209226,0.052560,-1.237400,1.221435,upper
0.213591,0.052975,-1.235913,1.220711,upper
0.218019,0.053387,-1.234877,1.220225,upper
0.222512,0.053797,-1.232771,1.219190,upper
0.227068,0.054207,-1.229486,1.217559,upper
0.231688,0.054615,-1.228315,1.216992,upper
0.236372,0.055019,-1.231141,1.218456,upper
0.241121,0.055413,-1.237034,1.221499,upper
0.245934,0.055795,-1.241827,1.223989,upper
0.250813,0.056169,-1.244679,1.225499,upper
0.255755,0.056534,-1.248290,1.227388,upper
0.260762,0.056889,-1.252892,1.229792,upper
0.265832,0.057232,-1.257524,1.232214,upper
0.270967,0.057565,-1.261054,1.234069,upper
0.276165,0.057888,-1.263396,1.235309,upper
0.281426,0.058203,-1.264666,1.235992,upper
0.286750,0.058510,-1.264920,1.236150,upper
0.292137,0.058812,-1.264870,1.236148,upper
0.297585,0.059106,-1.265342,1.236415,upper
0.303094,0.059393,-1.266536,1.237056,upper
0.308664,0.059670,-1.267467,1.237561,upper
0.314295,0.059940,-1.267448,1.237573,upper
0.319986,0.060203,-1.267939,1.237848,upper
0.325735,0.060457,-1.270114,1.238998,upper
0.331543,0.060699,-1.272345,1.240181,upper
0.337409,0.060932,-1.273143,1.240616,upper
0.343332,0.061156,-1.274437,1.241306,upper
0.349311,0.061368,-1.277958,1.243156,upper
0.355346,0.061565,-1.281098,1.244821,upper
0.361435,0.061752,-1.282254,1.245443,upper
0.367577,0.061928,-1.284583,1.246675,upper
0.373772,0.062090,-1.289981,1.249507,upper
0.380018,0.062233,-1.294047,1.251667,upper
0.386314,0.062364,-1.295388,1.252401,upper
0.392660,0.062483,-1.298626,1.254117,upper
0.399053,0.062585,-1.304314,1.257158,upper
0.405493,0.062667,-1.305458,1.257817,upper
0.411979,0.062746,-1.304651,1.257323,upper
0.418508,0.062811,-1.311538,1.260952,upper
0.425080,0.062847,-1.323179,1.267233,upper
0.431694,0.062854,-1.326573,1.269054,upper
0.438347,0.062857,-1.321211,1.266285,upper
0.445038,0.062859,-1.315824,1.263301,upper
0.451767,0.062860,-1.320457,1.265752,upper
0.458530,0.062825,-1.336375,1.274267,upper
0.465327,0.062750,-1.347175,1.280096,upper
0.472155,0.062656,-1.347294,1.280260,upper
0.479014,0.062558,-1.348999,1.281162,upper
0.485902,0.062435,-1.356048,1.285063,upper
0.492816,0.062289,-1.360921,1.287715,upper
0.499755,0.062126,-1.365548,1.290246,upper
0.506717,0.061940,-1.373657,1.294683,upper
0.513700,0.061725,-1.381770,1.299168,upper
0.520703,0.061487,-1.386590,1.301814,upper
0.527723,0.061231,-1.392416,1.305039,upper
0.534758,0.060948,-1.400574,1.309613,upper
0.541807,0.060639,-1.407412,1.313425,upper
0.548867,0.060307,-1.414310,1.317297,upper
0.555937,0.059948,-1.423346,1.322376,upper
0.563015,0.059559,-1.431648,1.327073,upper
0.570098,0.059146,-1.437200,1.330217,upper
0.577184,0.058713,-1.443526,1.333820,upper
0.584273,0.058253,-1.451060,1.338146,upper
0.591360,0.057768,-1.456507,1.341269,upper
0.598446,0.057265,-1.461452,1.344127,upper
0.605528,0.056739,-1.467416,1.347590,upper
0.612603,0.056189,-1.473316,1.350993,upper
0.619670,0.055620,-1.477381,1.353362,upper
0.626727,0.055031,-0.965387,1.059460,upper
0.633772,0.054419,-0.324245,0.768436,upper
0.640803,0.053788,-0.207800,0.730620,upper
0.647819,0.053141,-0.227331,0.738459,upper
0.654817,0.052479,-0.244226,0.745747,upper
0.661795,0.051797,-0.259931,0.752794,upper
0.668751,0.051089,-0.271200,0.757563,upper
0.675681,0.050338,-0.271754,0.757301,upper
0.682585,0.049557,-0.261096,0.752519,upper
0.689464,0.048778,-0.251662,0.748773,upper
0.696319,0.048029,-0.256231,0.751170,upper
0.703148,0.047300,-0.273164,0.758951,upper
0.709945,0.046558,-0.289869,0.765841,upper
0.716706,0.045772,-0.293623,0.766532,upper
0.723427,0.044937,-0.278667,0.759953,upper
0.730111,0.044085,-0.257858,0.751031,upper
0.736760,0.043249,-0.246638,0.746623,upper
0.743375,0.042442,-0.250002,0.748413,upper
0.749950,0.041641,-0.260113,0.752668,upper
0.756483,0.040823,-0.264965,0.754442,upper
0.762969,0.039972,-0.258646,0.751601,upper
0.769408,0.039101,-0.245549,0.745997,upper
0.775801,0.038222,-0.233898,0.741058,upper
0.782148,0.037347,-0.226413,0.737910,upper
0.788447,0.036471,-0.221016,0.735515,upper
0.794696,0.035590,-0.214786,0.732802,upper
0.800894,0.034703,-0.207763,0.729737,upper
0.807041,0.033811,-0.199880,0.726312,upper
0.813134,0.032914,-0.191676,0.722773,upper
0.819174,0.032015,-0.183327,0.719129,upper
0.825158,0.031110,-0.173945,0.715004,upper
0.831087,0.030203,-0.163804,0.710607,upper
0.836960,0.029298,-0.154610,0.706630,upper
0.842776,0.028395,-0.146510,0.703092,upper
0.848535,0.027493,-0.138585,0.699617,upper
0.854235,0.026591,-0.130321,0.695993,upper
0.859876,0.025689,-0.121645,0.692188,upper
0.865457,0.024788,-0.112720,0.688284,upper
0.870978,0.023888,-0.103791,0.684367,upper
0.876438,0.022990,-0.094701,0.680360,upper
0.881837,0.022093,-0.085339,0.676244,upper
0.887173,0.021198,-0.075995,0.672133,upper
0.892448,0.020307,-0.066688,0.668019,upper
0.897660,0.019417,-0.057214,0.663837,upper
0.902810,0.018531,-0.047587,0.659570,upper
0.907896,0.017647,-0.037564,0.655102,upper
0.912919,0.016767,-0.027246,0.650507,upper
0.917879,0.015892,-0.017382,0.646157,upper
0.922776,0.015023,-0.008416,0.642195,upper
0.927608,0.014157,0.000839,0.637995,upper
0.932376,0.013288,0.012509,0.632671,upper
0.937079,0.012420,0.026405,0.626444,upper
0.941719,0.011559,0.039676,0.620574,upper
0.946295,0.010708,0.051055,0.615465,upper
0.950809,0.009864,0.062348,0.610287,upper
0.955258,0.009024,0.075230,0.604335,upper
