node,x_c,side,regime,region,F_delta,F_A,F_B,F_Psi,F_Ct1,F_Ct2,F_max
393,0.851337,-1,turbulent,mid,-1.315961e-07,-7.011817e-10,-2.173141e-07,1.145282e-08,-3.403597e-11,2.720118e-23,2.173141e-07
394,0.861262,-1,turbulent,mid,-1.414899e-07,-1.193575e-09,-2.314278e-07,1.164705e-08,-1.283153e-10,2.453214e-23,2.314278e-07
395,0.871185,-1,turbulent,mid,-1.524584e-07,-1.524595e-09,-2.469205e-07,1.217721e-08,-2.306916e-10,2.214755e-23,2.469205e-07
396,0.881106,-1,turbulent,mid,-1.651916e-07,-2.760740e-09,-2.649011e-07,1.153343e-08,-3.449848e-10,2.000556e-23,2.649011e-07
397,0.891026,-1,turbulent,mid,-1.800250e-07,-3.789564e-09,-2.854457e-07,1.147196e-08,-4.767331e-10,1.808148e-23,2.854457e-07
398,0.900943,-1,turbulent,te_band,-1.986896e-07,-5.060852e-09,-3.113653e-07,1.137220e-08,-6.352911e-10,1.636307e-23,3.113653e-07
399,0.910858,-1,turbulent,te_band,-2.217270e-07,-6.447894e-09,-3.432636e-07,1.128601e-08,-8.289576e-10,1.483866e-23,3.432636e-07
400,0.920772,-1,turbulent,te_band,-2.495908e-07,-4.796435e-09,-3.810942e-07,1.552409e-08,-1.044264e-09,1.346699e-23,3.810942e-07
401,0.930683,-1,turbulent,te_band,-2.845606e-07,-6.476120e-09,-4.284344e-07,1.572391e-08,-1.308178e-09,1.223611e-23,4.284344e-07
402,0.940593,-1,turbulent,te_band,-3.219125e-07,-1.167550e-08,-4.787642e-07,1.210625e-08,-1.623631e-09,1.106625e-23,4.787642e-07
403,0.950500,-1,turbulent,te_band,-3.109329e-07,-1.461447e-09,-4.579809e-07,3.053506e-08,-1.591712e-09,9.506446e-24,4.579809e-07
404,0.960405,-1,turbulent,te_band,-2.762682e-07,2.887016e-08,-3.967373e-07,4.868765e-08,-1.846068e-09,8.006522e-24,3.967373e-07
405,0.970307,-1,turbulent,te_band,-4.814913e-07,-1.365160e-07,-6.758019e-07,-1.218776e-07,-2.744038e-09,6.967548e-24,6.758019e-07
406,0.980207,-1,turbulent,te_band,-6.913675e-07,-1.608093e-07,-9.442866e-07,-1.400656e-07,-4.638658e-09,6.551871e-24,9.442866e-07
407,0.990105,-1,turbulent,te_band,-1.211086e-06,-1.593023e-07,-1.583743e-06,-3.474877e-08,-4.940105e-09,1.057623e-23,1.583743e-06
408,1.000000,1,turbulent,te_band,-6.167670e-07,-1.799603e-07,-8.062206e-07,-7.957255e-08,-5.788404e-09,1.205652e-24,8.062206e-07
409,1.000000,1,turbulent,te_band,-5.958245e-07,-6.214429e-08,-7.880364e-07,-4.997280e-08,-3.348466e-09,4.427373e-25,7.880364e-07
