idx,sigma_rel_max,abs_align_over_Fnorm
606,1.9739643350927523e-05,1.49435629e-02
607,1.9620837546836703e-05,5.74488090e-09
608,1.9377710615918229e-05,2.12032612e-07
609,1.9171539862151812e-05,1.22058629e-02
610,1.9104668692769660e-05,3.87247718e-03
611,1.8756627554333926e-05,6.49612069e-10
612,1.8112060708481101e-05,1.72675004e-02
613,1.7858796635662782e-05,3.12437890e-07
614,1.7732610809963785e-05,1.58762809e-02
615,1.7542917875273501e-05,2.85822770e-02
616,1.7282847118839676e-05,3.97801526e-12
617,1.6907650443897463e-05,1.40534218e-07
618,1.6559880768191648e-05,5.13157594e-03
619,1.5881496382977141e-05,3.15252455e-08
620,1.5169805666688966e-05,2.63023406e-03
621,1.4949350601710448e-05,2.26972346e-02
622,1.4809585248535822e-05,8.49990332e-09
623,1.4311007043858488e-05,2.65077957e-07
624,1.4260746456827008e-05,4.75057946e-03
625,1.3428570701446429e-05,8.41900280e-14
626,1.3106864538021040e-05,1.18228122e-02
627,1.2773884631186270e-05,1.17732361e-02
628,1.2720917170841838e-05,4.48097366e-08
629,1.2709034365835833e-05,1.10022829e-08
630,1.1966648326947697e-05,1.76061366e-02
631,1.1192996646678862e-05,3.90798343e-03
632,1.0257817979157903e-05,3.21144714e-03
633,9.0242270355605790e-06,2.01145923e-02
634,5.3616816957683640e-06,3.95909289e-02
635,4.9211065380764261e-06,7.46545631e-02
636,4.6585653822994691e-06,4.08753667e-02
637,4.3348025722731241e-06,1.55321848e-02
638,4.3071265052306451e-06,2.14052383e-02
639,4.0393410056330673e-06,2.69681925e-02
640,4.0258725675274499e-06,2.36733507e-04
641,4.0000875633682483e-06,4.59918474e-02
642,3.8385109004501208e-06,4.65573795e-02
643,3.7521650580068706e-06,1.00722940e-02
644,3.7509425682750886e-06,4.49701561e-02
645,3.7259816560788930e-06,3.50880884e-07
646,3.7148252496674543e-06,4.68930946e-02
647,3.5254661331452478e-06,3.78804164e-03
648,3.5119327915904119e-06,1.21943271e-02
649,3.4946579926679014e-06,5.83808759e-02
650,3.3227819111059938e-06,1.26977395e-02
651,3.3096260021195749e-06,3.96779003e-03
652,3.2990132704341549e-06,8.10048488e-03
653,3.1279034191685803e-06,7.07937012e-03
654,3.1264385105367762e-06,1.33505177e-02
655,3.0945981507680830e-06,7.45404606e-03
656,3.0418203665514343e-06,1.95832512e-02
657,3.0234878887863261e-06,6.00486635e-03
658,2.9506556850742539e-06,1.28998921e-02
659,2.9131839420600448e-06,6.88959137e-03
660,2.9079550876870002e-06,6.91725757e-03
661,2.8326303307854239e-06,4.45190305e-03
662,2.7827019249747903e-06,1.22902733e-02
663,2.7729096704547244e-06,8.38888089e-02
664,2.7558698600784713e-06,8.92681956e-03
665,2.7410113854280911e-06,5.54161148e-03
666,2.6714289916433467e-06,3.52947393e-03
667,2.6303698490681786e-06,1.04938805e-02
668,2.6182548681887513e-06,3.86805938e-04
669,2.5921322336932406e-06,2.97645810e-03
670,2.5310212973541975e-06,4.16234038e-03
671,2.5095285944431160e-06,2.54623612e-02
672,2.4971366696214741e-06,5.38436690e-03
673,2.4880663271334398e-06,1.90086124e-03
674,2.4613161588759456e-06,1.04469987e-02
675,2.4035396026212659e-06,4.31407165e-03
676,2.3774219163393999e-06,4.87977129e-03
677,2.3665118167831995e-06,3.29590121e-03
678,2.3510064525438486e-06,4.22113196e-03
679,2.2865850278834637e-06,3.64480204e-03
680,2.2530914414153992e-06,6.51400690e-03
681,2.2506713310225876e-06,1.62725310e-02
682,2.2449430874541528e-06,1.21032537e-02
683,2.2029534961861823e-06,1.37226365e-01
684,2.1791076884574964e-06,3.29711615e-03
685,2.1479575927356129e-06,5.04374556e-03
686,2.1356129981662313e-06,1.77739899e-02
687,2.1189663498737524e-06,3.56127575e-03
688,2.0974354994308028e-06,5.94992290e-02
689,2.0770385330545600e-06,5.16407272e-03
690,2.0494159173550142e-06,5.79416663e-03
691,2.0272767674053101e-06,1.02425966e-02
692,1.9811752310266153e-06,8.79302130e-04
693,1.9672264350433739e-06,1.50328195e-02
694,1.9574205700992210e-06,1.14263278e-02
695,1.9116638839817728e-06,3.49741414e-02
696,1.8910183241509933e-06,7.43473085e-03
697,1.8706816241836990e-06,1.63640157e-02
698,1.8527081950256334e-06,6.83003210e-03
699,1.8108758703734903e-06,2.24364508e-02
700,1.7947927279320771e-06,2.09611879e-02
701,1.7868773736195631e-06,1.74560789e-02
702,1.7550629895421740e-06,2.06991874e-02
703,1.7344962833744699e-06,2.12646422e-02
704,1.6990397335042192e-06,1.77762403e-02
705,1.6816060619811509e-06,1.22139011e-02
706,1.6757550257584425e-06,2.49028344e-02
707,1.6521411388279423e-06,3.69226705e-02
708,1.6510698439662557e-06,1.54841922e-02
709,1.6074077379948441e-06,2.45095398e-02
710,1.5909144923361007e-06,2.11401534e-02
711,1.5802756158265454e-06,6.82588268e-03
712,1.5425203156280488e-06,1.67932484e-02
713,1.5268188287688434e-06,1.49531583e-02
714,1.4929167789536329e-06,9.39650895e-03
715,1.4533983329175639e-06,2.55029297e-02
716,1.4394816469368556e-06,4.39991235e-02
717,1.4243438579330634e-06,3.75542244e-02
718,1.4122655744713650e-06,1.75843865e-02
719,1.3759756614688441e-06,7.20384462e-03
720,1.3727547014745751e-06,1.02592273e-02
721,1.3292635190241466e-06,1.27841570e-02
722,1.2880345192240863e-06,1.30295231e-02
723,1.2818339652566910e-06,2.74985548e-03
724,1.2614800222828972e-06,1.35127169e-02
725,1.2326365603092843e-06,1.44088376e-02
726,1.2048418006611282e-06,5.16811250e-02
727,1.2029443291258487e-06,1.94430539e-02
728,1.1574621423181037e-06,5.25576760e-03
729,1.1444226627237742e-06,1.28436374e-02
730,1.1276902927254500e-06,1.64538010e-02
731,1.0927488076315472e-06,7.99138674e-02
732,1.0816051310616191e-06,3.33633677e-02
733,1.0718890268064815e-06,6.74624059e-04
734,1.0435259427623846e-06,8.44659866e-04
735,1.0028656531107716e-06,6.81274145e-03
736,9.9873997036439443e-07,2.87884965e-02
737,9.7744672924847092e-07,1.64570929e-03
738,9.5949369351762181e-07,9.69255741e-03
739,9.4928042620438047e-07,6.82731444e-03
740,9.3881689049070342e-07,2.38852713e-03
741,9.3216726532928119e-07,1.29134707e-02
742,9.1348271293685591e-07,2.54912447e-02
743,8.9010448049971017e-07,1.32510366e-02
744,8.6698215637361563e-07,2.13805732e-02
745,8.5124825912308663e-07,5.25255962e-03
746,8.3899457782312719e-07,1.35944941e-02
747,8.2839719878928275e-07,5.96013799e-03
748,8.2634560805655257e-07,1.60634625e-03
749,8.0171026601149906e-07,5.78467210e-03
750,7.7569833718801044e-07,8.40443854e-04
751,7.6277455057445450e-07,5.96838418e-03
752,7.6263959541278358e-07,1.17614224e-02
753,7.4516479523811479e-07,1.42171082e-02
754,7.3468882756997753e-07,6.73777093e-04
755,7.3136683047210922e-07,3.17043488e-02
756,7.1461918175875848e-07,2.07521303e-02
757,7.0076117545360828e-07,8.07430006e-03
758,6.9091293860908546e-07,1.80609828e-02
759,6.8195970520479503e-07,1.46592763e-04
760,6.7638545250774189e-07,1.75727434e-02
761,6.6723630561939446e-07,1.83949812e-04
762,6.6078788665650960e-07,8.76645458e-04
763,6.5033196468095282e-07,1.33268717e-02
764,6.4538832806215221e-07,8.52228579e-03
765,6.3302563488026760e-07,3.11414455e-02
766,6.0958620859753188e-07,1.91446662e-02
767,6.0925330672567224e-07,2.50361298e-02
768,6.0723518434040320e-07,1.37529968e-02
769,6.0151684947888321e-07,1.10606162e-02
770,5.9798840507294490e-07,3.26504848e-02
771,5.7983109419881268e-07,9.20634154e-04
772,5.7654663716580478e-07,1.38831982e-02
773,5.6499219781043134e-07,7.45009835e-03
774,5.6180926162891169e-07,1.53344202e-02
775,5.6157400184908073e-07,9.78592241e-03
776,5.5546875731283846e-07,2.76562868e-04
777,5.4673234370799027e-07,2.71470994e-02
778,5.4548737289001017e-07,1.17096545e-02
779,5.3863838676321589e-07,2.05169646e-02
780,5.2789863576528218e-07,7.68851687e-03
781,5.2175022612240070e-07,2.93501069e-02
782,5.2004027780473624e-07,1.37497673e-03
783,5.0658655992474409e-07,1.08107257e-02
784,5.0544635660921900e-07,7.55333931e-03
785,4.9500841599525583e-07,1.32211358e-02
786,4.8916673921843376e-07,3.10370323e-02
787,4.7992910206964163e-07,1.07767120e-02
788,4.7761727929367383e-07,1.90825601e-02
789,4.7571195036368921e-07,1.39947951e-02
790,4.6982634304681015e-07,6.55600438e-03
791,4.5597340760611491e-07,1.68850546e-03
792,4.5368797921837527e-07,8.44133143e-03
793,4.4703780502413429e-07,3.00689885e-03
794,4.3760794699921012e-07,4.45804019e-02
795,4.3396285857101460e-07,3.16453427e-03
796,4.3182353248714481e-07,1.38683474e-03
797,4.2151029006943639e-07,1.34940254e-02
798,4.1889238514764169e-07,4.58644879e-03
799,4.0947203923384511e-07,2.64029233e-02
800,4.0927245570430379e-07,3.54827022e-03
801,4.0186142697640199e-07,4.60581351e-03
802,3.9543552233444054e-07,1.87392133e-02
803,3.8789507032404202e-07,2.63356907e-03
804,3.7960164713937210e-07,5.61948440e-03
805,3.7237883795929326e-07,1.56715492e-02
806,3.6719054570168459e-07,6.29211786e-04
807,3.6392028156033141e-07,4.43218612e-03
808,3.5967826915523014e-07,3.87380828e-03
809,3.5233174323402171e-07,1.55366419e-02
810,3.3021586395142418e-07,3.83827202e-03
811,3.2650744421751252e-07,3.00048644e-02
812,3.2271091160824534e-07,3.26294760e-04
813,3.1197550209756147e-07,1.02014484e-02
814,3.0837627356235432e-07,8.48563168e-03
815,3.0655817093792503e-07,3.78062271e-02
816,3.0419206971046547e-07,7.28244399e-03
817,2.9259162546234395e-07,9.68237527e-03
818,2.8263769766427977e-07,4.20061774e-02
819,2.6308029340181703e-07,5.92485657e-03
820,2.5355471972736404e-07,3.25966318e-03
821,2.3370396395010999e-07,8.45312801e-03
822,2.3225285492601677e-07,2.48402946e-02
823,2.2021489658950103e-07,2.84804927e-03
824,2.0885093979328332e-07,1.04569530e-02
825,2.0516483238100063e-07,4.84485419e-03
826,2.0373047305759039e-07,5.11122916e-03
827,1.9532557056042512e-07,9.82305202e-03
828,1.6782595759353371e-07,3.52225710e-03
829,1.6228637990635082e-07,9.05684690e-03
830,1.6015343430385537e-07,1.48835926e-02
831,1.4711947636877839e-07,3.63060269e-03
832,1.3999093811885607e-07,1.37255508e-02
833,1.3732349830071186e-07,6.83792969e-03
834,1.2016606394574956e-07,1.81184342e-03
835,1.1630880773729795e-07,1.71017099e-02
836,1.1119854856878392e-07,2.70010341e-03
837,1.0718831908722409e-07,2.46915603e-03
838,1.0698593868081607e-07,6.93542988e-03
839,1.0183182338756023e-07,2.80584601e-03
840,9.7895272727010388e-08,5.30868690e-03
841,9.6325265292761353e-08,5.79066804e-03
842,9.3274611193990025e-08,9.24285018e-03
843,9.0358134752018632e-08,9.97586077e-04
844,8.9320444646267217e-08,2.29645992e-04
845,8.8766746143325328e-08,3.31611750e-04
846,8.6848153934519192e-08,5.54184563e-03
847,8.4313711697610625e-08,3.43093261e-03
848,8.3706154870648277e-08,4.06514469e-03
849,8.1687254322311419e-08,6.36024314e-03
850,8.0209184409307343e-08,3.26962342e-03
851,7.8305456673432114e-08,1.14360219e-02
852,7.7628235984498445e-08,6.19631810e-03
853,7.6170890406660239e-08,1.09585727e-03
854,7.5581358202537273e-08,4.05117299e-03
855,7.3607678058878772e-08,4.74881088e-03
856,7.2068165258932887e-08,2.17652807e-04
857,6.9735271678531994e-08,3.80368781e-03
858,6.9405402130512670e-08,2.40488648e-04
859,6.8829628268679488e-08,1.11414020e-03
860,6.8051311943022541e-08,7.94098700e-04
861,6.6881344494193848e-08,3.91955387e-03
862,6.5857750445985888e-08,2.75038934e-03
863,6.4324519465944874e-08,1.33769974e-03
864,6.2600762039378670e-08,2.93992860e-04
865,6.1837696660122379e-08,8.03059059e-05
866,6.1452132648073751e-08,2.03266508e-03
867,6.0538580067546982e-08,2.68699831e-03
868,5.9443392874530678e-08,4.37609341e-04
869,5.8361203862779294e-08,1.59507093e-04
870,5.7183831477022844e-08,4.59785644e-04
871,5.7134615133901253e-08,3.09670845e-04
872,5.6092509615272216e-08,1.95892489e-03
873,5.6023363770216288e-08,2.42107933e-03
874,5.5756430168627032e-08,1.16552586e-03
875,5.5389598659618152e-08,2.42434266e-03
876,5.4858031040296296e-08,3.98453130e-04
877,5.3280016731258859e-08,3.80553456e-04
878,5.3081894348869344e-08,1.70894244e-03
879,5.2532901290760030e-08,2.79031139e-03
880,5.2295003565582299e-08,1.35695547e-03
881,5.2196508399394758e-08,2.62615495e-03
882,5.1340588014084256e-08,2.99601590e-03
883,5.0206134906491956e-08,1.14111918e-03
884,4.9884263922064330e-08,2.97100173e-04
885,4.9651612141386768e-08,1.83207251e-03
886,4.8872252076286881e-08,5.16309399e-03
887,4.8717145730861838e-08,3.51970426e-03
888,4.8524331113717635e-08,7.77271518e-03
889,4.8139643563306154e-08,3.16455723e-03
890,4.7672111458822664e-08,2.01948417e-03
891,4.7543681164190097e-08,1.29514020e-03
892,4.7078582205540307e-08,2.32029991e-04
893,4.7000561193557472e-08,1.65413215e-05
894,4.6108536960226828e-08,5.06859175e-03
895,4.5763763828199659e-08,3.16327278e-03
896,4.5580589658357272e-08,1.06581944e-03
897,4.5150146084225638e-08,2.81834256e-03
898,4.4978022664991102e-08,1.67438679e-03
899,4.4785609395388150e-08,2.10690395e-03
900,4.4588270553233708e-08,2.56863571e-03
901,4.3143564572561085e-08,1.71634406e-03
902,4.2937200039459751e-08,7.57565740e-04
903,4.2815240688475824e-08,1.56639985e-04
904,4.2653491515638889e-08,2.44807519e-03
905,4.1740229422624335e-08,2.34338618e-03
906,4.1459017268735340e-08,6.11692553e-05
907,4.1148059091860824e-08,1.57533825e-03
908,4.0620004830542556e-08,3.74464388e-03
909,4.0486570959974003e-08,2.32318233e-03
910,4.0212711698489661e-08,1.65820209e-03
911,3.9493413550139963e-08,1.51380655e-03
912,3.9435852455110467e-08,9.96742939e-04
913,3.9209322351348440e-08,1.78792779e-03
914,3.8853502431117388e-08,1.74735292e-04
915,3.8663376811515130e-08,5.25612821e-03
916,3.8293782931535001e-08,1.09539673e-03
917,3.8189633043070261e-08,2.14629350e-03
918,3.8120637003007484e-08,5.54124573e-03
919,3.7752911623424596e-08,1.72628821e-03
920,3.7434124362540282e-08,1.22164313e-03
921,3.7274608203487247e-08,2.06176563e-03
922,3.7183894482601426e-08,2.75074782e-04
923,3.6520414236761430e-08,1.27690552e-03
924,3.6166811281695052e-08,3.64915683e-03
925,3.6086108723409631e-08,5.19461405e-04
926,3.5731003780617076e-08,3.81174329e-03
927,3.5313028788100659e-08,4.79835388e-04
928,3.5286570470426209e-08,5.32735644e-03
929,3.4934039641547872e-08,4.42263579e-04
930,3.4728236337700443e-08,1.13732803e-03
931,3.4471695922244892e-08,1.69335035e-03
932,3.4413781571032952e-08,2.82574772e-03
933,3.3917841471285517e-08,1.11466672e-03
934,3.3892747992332383e-08,3.86011630e-03
935,3.3173227584388318e-08,3.58947876e-03
936,3.3033511765715584e-08,8.09678780e-04
937,3.2954116424753812e-08,4.06270274e-03
938,3.2817036789675847e-08,6.03098964e-04
939,3.2423118002045210e-08,1.10568877e-04
940,3.2400416083227107e-08,5.19508810e-03
941,3.2138243989767708e-08,5.16278335e-03
942,3.1855286786186066e-08,9.67897265e-04
943,3.1721080219218482e-08,2.12034526e-03
944,3.1676077613406960e-08,3.16858087e-03
945,3.1365467893697795e-08,7.02691268e-04
946,3.1118534701283961e-08,1.97663069e-03
947,3.0805279778371838e-08,2.63606631e-03
948,3.0683810218001714e-08,3.83506162e-03
949,3.0538817101958962e-08,1.25083339e-03
950,3.0438389165051086e-08,3.05639176e-03
951,3.0384141468317421e-08,3.41356881e-04
952,3.0166494963902985e-08,1.03234871e-03
953,2.9956508313298611e-08,4.65206800e-04
954,2.9849320841816906e-08,9.58460709e-05
955,2.9647293575176828e-08,2.34238756e-03
956,2.9544455023168412e-08,4.22840583e-03
957,2.9182565225948180e-08,1.66387510e-04
958,2.9095294657150132e-08,5.80074515e-05
959,2.8517592660948388e-08,2.31716935e-03
960,2.8454041564830273e-08,1.06549527e-03
961,2.8384102763782444e-08,8.34977637e-04
962,2.8299400688887498e-08,4.10087105e-03
963,2.8271436300485579e-08,2.82376096e-03
964,2.7962225469776438e-08,2.71523310e-03
965,2.7754347267529539e-08,5.17311315e-06
966,2.7539054389013113e-08,1.90428788e-03
967,2.7275039655052076e-08,8.43507235e-04
968,2.7222043567997214e-08,4.44840107e-03
969,2.6896636153082560e-08,2.53596423e-04
970,2.6423197085929128e-08,6.71011219e-04
971,2.6283885344019452e-08,4.73779089e-04
972,2.6141681218093330e-08,2.32599359e-03
973,2.6073561527878984e-08,1.95530665e-03
974,2.5827290462226693e-08,2.57082370e-03
975,2.5738536418641409e-08,1.13781949e-03
976,2.5517850532807446e-08,3.25956046e-03
977,2.5435140251886050e-08,2.24599163e-03
978,2.5174793626336080e-08,1.40984264e-03
979,2.4783217962562329e-08,7.00364300e-04
980,2.4496381455076791e-08,5.81180269e-04
981,2.4346758162020914e-08,5.07249704e-05
982,2.4091610164738491e-08,2.95556967e-03
983,2.4054877487000901e-08,6.81167672e-03
984,2.4042298286548027e-08,4.54686783e-03
985,2.3691803372929275e-08,1.71503503e-03
986,2.3676775746871565e-08,9.35587496e-04
987,2.3628990221759750e-08,4.71985635e-03
988,2.3300287149397553e-08,5.72635635e-04
989,2.3046438304644228e-08,7.31002482e-04
990,2.2656340806115145e-08,1.93932015e-04
991,2.2413402612379502e-08,8.81027918e-04
992,2.2325530338813265e-08,1.74215906e-03
993,2.2102494459049165e-08,1.23622755e-03
994,2.2098150754513588e-08,4.82948001e-04
995,2.1942165590313495e-08,2.07947567e-03
996,2.1747487813686692e-08,1.45130903e-03
997,2.1735467941582632e-08,2.57544005e-03
998,2.1669939959770914e-08,1.58045538e-03
999,2.1362889675312401e-08,8.31959403e-04
1000,2.1283757657068579e-08,3.14765916e-04
1001,2.1146259847964451e-08,5.71558991e-04
1002,2.1032484686626127e-08,1.57646918e-03
1003,2.0895498196854946e-08,2.50398880e-03
1004,2.0759294533923928e-08,3.96725270e-03
1005,2.0723642677148058e-08,2.12976320e-04
1006,2.0531208462064202e-08,2.69472457e-03
1007,2.0449585952158959e-08,1.05784886e-03
1008,2.0434617833611728e-08,1.81088550e-03
1009,2.0286497975672873e-08,2.08412248e-03
1010,1.9995471760404137e-08,3.03787876e-03
1011,1.9921526385811546e-08,1.45537397e-03
1012,1.9822712544022699e-08,2.39340917e-03
1013,1.9737204887198345e-08,1.47361163e-03
1014,1.9574651456998081e-08,6.09388459e-03
1015,1.9453064617957376e-08,5.54377407e-04
1016,1.9445633523871537e-08,4.30149294e-04
1017,1.9314393637153009e-08,3.48258635e-04
1018,1.9060963368275049e-08,2.27729739e-03
1019,1.8961762603347340e-08,1.10645790e-03
1020,1.8693486186905284e-08,1.22945073e-03
1021,1.8676078484549174e-08,2.69487228e-04
1022,1.8442285156610151e-08,1.20401320e-03
1023,1.8333008738853683e-08,8.88680779e-04
1024,1.8300599048256000e-08,5.17319150e-04
1025,1.8272953148032060e-08,5.51525744e-05
1026,1.8054717391560784e-08,3.23129434e-03
1027,1.7853144040771726e-08,3.43135558e-04
1028,1.7836497135747033e-08,3.68319402e-03
1029,1.7784336405051040e-08,2.06249838e-04
1030,1.7732328204533219e-08,4.69817877e-03
1031,1.7440440999826412e-08,3.98381056e-03
1032,1.7255158311157774e-08,1.80410618e-04
1033,1.7128603369488990e-08,5.01288828e-03
1034,1.7107740004864901e-08,2.40689938e-03
1035,1.6820442733758513e-08,4.89584715e-03
1036,1.6530293714029326e-08,4.68879990e-03
1037,1.6464386119559417e-08,2.22272717e-04
1038,1.6311675448944108e-08,2.78577691e-03
1039,1.6270757381831732e-08,4.97724162e-04
1040,1.6169106820605977e-08,1.73663185e-03
1041,1.6080095175896076e-08,4.68190620e-03
1042,1.6010548513134431e-08,1.85219480e-03
1043,1.5856118521543856e-08,1.18350812e-03
1044,1.5768825661589931e-08,5.37547065e-03
1045,1.5766466378304234e-08,1.27723691e-03
1046,1.5552017545769673e-08,7.07499065e-03
1047,1.5523380742418517e-08,6.20451702e-04
1048,1.5238141231038529e-08,1.51514011e-03
1049,1.5109729853871389e-08,2.45798932e-04
1050,1.5039983895054986e-08,8.72622770e-04
1051,1.4962324240525768e-08,3.15019855e-03
1052,1.4758116494576764e-08,9.18555008e-04
1053,1.4740376675933343e-08,7.28663569e-04
1054,1.4422364417859230e-08,4.24575171e-04
1055,1.4358510046547949e-08,2.35413733e-03
1056,1.4346007592097283e-08,2.38234095e-03
1057,1.4249282463100864e-08,2.94166074e-04
1058,1.4238598909882203e-08,4.68654071e-04
1059,1.4091508507680607e-08,3.18095810e-03
1060,1.3861584502370860e-08,1.25562232e-03
1061,1.3803078166002210e-08,1.92909606e-04
1062,1.3723615711748879e-08,4.06070113e-04
1063,1.3561742875095226e-08,3.69743382e-04
1064,1.3555078816191981e-08,1.31681910e-03
1065,1.3336724731066216e-08,1.22612078e-03
1066,1.3262338910487636e-08,4.54708521e-04
1067,1.3115350667982250e-08,2.97922751e-03
1068,1.2931724600125888e-08,1.41107950e-04
1069,1.2836621215232927e-08,1.59491070e-03
1070,1.2709841201458159e-08,1.47660634e-03
1071,1.2640422417453691e-08,2.53316112e-03
1072,1.2486376566435713e-08,9.55664396e-04
1073,1.2417543798202865e-08,9.33766760e-04
1074,1.2379033664451788e-08,2.77319772e-04
1075,1.2293228854789198e-08,2.19272688e-03
1076,1.2224359865017519e-08,1.52067686e-03
1077,1.2134417396415822e-08,1.42927019e-03
1078,1.2054026108366904e-08,4.80106264e-04
1079,1.2023721745032563e-08,7.10744464e-04
1080,1.1861855856603725e-08,1.16693375e-03
1081,1.1607777113723415e-08,2.78553875e-04
1082,1.1575377328953521e-08,6.37675435e-04
1083,1.1559202938154150e-08,1.26655326e-03
1084,1.1399752326843240e-08,1.00724339e-04
1085,1.1324051894376556e-08,4.92500665e-04
1086,1.1239799711039669e-08,8.48713583e-04
1087,1.1197637818835264e-08,2.44627334e-04
1088,1.1056975917596908e-08,2.95327273e-04
1089,1.0890717662061703e-08,2.39909711e-03
1090,1.0797967776758561e-08,7.63344330e-04
1091,1.0773093432984831e-08,6.41920832e-04
1092,1.0721239050823681e-08,9.40741647e-04
1093,1.0690974295337505e-08,6.13943713e-04
1094,1.0530993657300649e-08,3.26026880e-03
1095,1.0465386261932017e-08,1.45501903e-03
1096,1.0427480295302357e-08,1.73276898e-03
1097,1.0221368784223126e-08,9.96821067e-04
1098,1.0126024364436569e-08,2.67648520e-04
1099,1.0018982173193718e-08,4.55761292e-04
1100,9.9936105503273674e-09,8.17428076e-04
1101,9.8352415996603937e-09,3.67602435e-04
1102,9.7433804034286757e-09,7.54543694e-05
1103,9.6182434726372363e-09,6.95350733e-04
1104,9.5338156781814904e-09,1.87128230e-03
1105,9.3831094770081680e-09,1.18599018e-04
1106,9.3753522201051105e-09,1.28673500e-03
1107,9.2902203181145224e-09,1.83860968e-03
1108,9.2894526652769068e-09,3.51471494e-04
1109,9.2078381065462910e-09,1.00269789e-04
1110,9.1039068309749841e-09,1.54524855e-03
1111,8.9977726587516388e-09,3.51435907e-04
1112,8.8319149271961586e-09,8.31628614e-04
1113,8.7976720416788700e-09,9.01990613e-04
1114,8.5652501174684014e-09,1.27946930e-03
1115,8.5587069041078434e-09,8.05552707e-04
1116,8.4945200330764845e-09,2.43240255e-04
1117,8.3495516327728194e-09,2.26219147e-03
1118,8.2960828931023413e-09,1.85244669e-03
1119,8.2787665101262004e-09,3.60505764e-04
1120,8.2373765879510164e-09,1.37872189e-04
1121,8.2191946248189949e-09,3.24529545e-05
1122,8.0932054119023575e-09,4.13206468e-04
1123,8.0462412319157751e-09,2.10254148e-03
1124,7.9970913015858026e-09,1.95765581e-03
1125,7.8964240662508453e-09,1.20858555e-03
1126,7.8458692993444851e-09,1.13356960e-03
1127,7.8088735790433031e-09,2.25566918e-03
1128,7.6981696007933836e-09,9.61331994e-04
1129,7.6941729252177208e-09,5.40234473e-04
1130,7.5625964300343887e-09,2.00159918e-03
1131,7.4946434212737229e-09,1.57510291e-03
1132,7.4331505735824712e-09,5.80673352e-05
1133,7.3395490479402699e-09,2.30705917e-03
1134,7.2827526654354950e-09,1.35674026e-03
1135,7.2346401440223365e-09,4.42262337e-04
1136,7.1523489827723711e-09,4.22161152e-04
1137,7.0372401521257500e-09,9.81292432e-04
1138,7.0345711132121634e-09,3.27167089e-04
1139,6.8808657404700628e-09,3.61083909e-03
1140,6.8580887880880692e-09,1.27005591e-03
1141,6.8212409808095498e-09,8.56925357e-04
1142,6.7864670745038719e-09,2.16971472e-04
1143,6.7217581178089012e-09,2.29446758e-03
1144,6.6914163216827536e-09,9.05228557e-04
1145,6.5755266779852540e-09,2.05900804e-04
1146,6.4842094039185102e-09,2.15238027e-03
1147,6.4446430812737918e-09,1.05711467e-03
1148,6.2728283663447258e-09,3.06087726e-03
1149,6.2434625176065371e-09,5.89151557e-04
1150,6.2322009092528261e-09,4.64868968e-04
1151,6.2012372215712730e-09,2.37545796e-03
1152,6.0525325220318121e-09,2.23218042e-03
1153,5.9294836390043783e-09,2.42694860e-03
1154,5.9033262661977670e-09,8.30352594e-04
1155,5.8913601329632345e-09,2.53007634e-03
1156,5.8525422704841502e-09,6.75256827e-04
1157,5.7528195296378622e-09,1.31543048e-03
1158,5.6951585618728078e-09,4.08487449e-04
1159,5.6647464547906686e-09,3.22649794e-04
1160,5.6256896489924590e-09,1.32802022e-03
1161,5.5411197426737481e-09,8.37812912e-04
1162,5.5395934940415581e-09,5.29629929e-03
1163,5.4211192441231284e-09,1.53678861e-03
1164,5.3412183588453357e-09,7.03628197e-04
1165,5.3070292380029812e-09,2.61921916e-03
1166,5.2750094829131888e-09,1.36914834e-03
1167,5.2735347356592520e-09,5.70578999e-03
1168,5.2018424036585390e-09,1.83293040e-03
1169,5.0952912371204576e-09,8.18124971e-05
1170,5.0118084252636409e-09,2.39902633e-03
1171,4.9226778511196530e-09,9.96476647e-04
1172,4.8780368548438531e-09,4.13981097e-05
1173,4.8642331917125416e-09,5.14391416e-05
1174,4.8399564063359239e-09,3.14888837e-04
1175,4.7002481012358686e-09,7.96498539e-06
1176,4.6481593985264307e-09,2.03624724e-03
1177,4.5836607779943778e-09,2.29105050e-03
1178,4.5426329683740225e-09,5.53704877e-04
1179,4.3638426824244251e-09,5.39217900e-04
1180,4.3120824733740915e-09,1.33237388e-03
1181,4.2848148894196235e-09,8.62270889e-04
1182,4.2042311011304416e-09,2.70472800e-03
1183,4.0501256616196065e-09,1.53105410e-03
1184,4.0177430030750819e-09,3.91869035e-04
1185,3.9209721389275442e-09,1.62066300e-03
1186,3.7692531768708689e-09,1.23910614e-03
1187,3.6371766183441013e-09,2.03498812e-03
1188,3.6137214457899417e-09,9.79059027e-05
1189,3.5776000252335600e-09,1.23350977e-03
1190,3.4569426009869198e-09,7.25907329e-04
1191,3.4382945808268719e-09,2.26754787e-03
1192,3.4147815770582042e-09,2.33856840e-03
1193,3.3402074648951095e-09,1.70440676e-03
1194,3.1224320031675340e-09,5.05487451e-03
1195,3.0402453013256891e-09,3.29884165e-03
1196,2.9757499965976070e-09,2.10681820e-03
1197,2.9069459816202926e-09,3.42707227e-03
1198,2.8005546229690909e-09,1.24217712e-04
1199,2.6530878751557698e-09,2.13958377e-03
1200,2.4912865536034785e-09,3.92214405e-03
1201,2.4736649634203655e-09,5.44665981e-04
1202,2.4496004694628518e-09,5.38899132e-05
1203,2.3174527123535381e-09,5.05891857e-04
