idx,sigma_rel_max,abs_align_over_Fnorm
322,1.9152873571894157e-03,1.29338056e-02
323,1.9103611146975125e-03,4.98879691e-02
324,1.8902694204203389e-03,5.34494390e-02
325,1.8860955406286692e-03,4.01803085e-02
326,1.8567832908689156e-03,1.19591050e-02
327,1.8561159370737643e-03,4.13694039e-02
328,1.8221590476143808e-03,1.69732264e-02
329,1.8008478325216178e-03,1.93191838e-02
330,1.7892686068697186e-03,4.80189565e-02
331,1.7752170713190376e-03,1.11895824e-02
332,1.7550570275386703e-03,7.99656104e-02
333,1.7461500232123224e-03,4.27631571e-02
334,1.7135008503815080e-03,5.62617794e-03
335,1.7127089372758197e-03,1.19419501e-01
336,1.6917099234374511e-03,3.81410134e-03
337,1.6787699020532755e-03,2.19717775e-02
338,1.6554680919948419e-03,2.23315362e-02
339,1.6392810349326536e-03,2.26619801e-02
340,1.6383881241795251e-03,1.83645370e-04
341,1.6186559225636660e-03,5.63355849e-02
342,1.6097449401635973e-03,2.60819843e-02
343,1.6001921063580891e-03,3.51773565e-02
344,1.5828437121249103e-03,1.09641678e-02
345,1.5699723959744112e-03,1.90321924e-02
346,1.5531910879495968e-03,5.23258241e-02
347,1.5467640281777303e-03,3.93290206e-02
348,1.5409426001137976e-03,1.13513755e-02
349,1.5209978770759826e-03,3.34990553e-02
350,1.5167468406179674e-03,4.46660435e-02
351,1.5093157889124393e-03,1.56387431e-02
352,1.4950058970942840e-03,7.01438653e-03
353,1.4815418144704950e-03,5.35249020e-02
354,1.4772433905225048e-03,2.88403742e-02
355,1.4549667752605151e-03,2.96264594e-03
356,1.4514585381497861e-03,1.92389296e-02
357,1.4359921995839237e-03,5.90287809e-02
358,1.4321202288606668e-03,2.56676954e-02
359,1.4283097592236657e-03,2.73489711e-03
360,1.4173040147050404e-03,5.29981468e-03
361,1.4019130955342462e-03,3.75026541e-03
362,1.3986202969856370e-03,1.75971596e-02
363,1.3949486389357114e-03,3.87459923e-02
364,1.3824333215299383e-03,4.90059894e-02
365,1.3675556218673997e-03,3.45703883e-02
366,1.3655274775594276e-03,1.06929132e-01
367,1.3598756019185224e-03,5.77805247e-03
368,1.3409743627300116e-03,4.34391448e-02
369,1.3352752179495507e-03,2.74763138e-02
370,1.3270187946664677e-03,2.77854333e-02
371,1.3251892207973288e-03,4.04622426e-02
372,1.3184628789048912e-03,3.85590289e-02
373,1.3068433403672091e-03,5.45393834e-02
374,1.2939223870010578e-03,6.97829465e-03
375,1.2925446786056494e-03,6.64636475e-03
376,1.2868675236379354e-03,1.18242000e-02
377,1.2779529277409918e-03,3.12816852e-02
378,1.2715330089268964e-03,9.25883351e-03
379,1.2635557813522088e-03,1.24234159e-02
380,1.2608588760746266e-03,1.98414309e-02
381,1.2589200629837683e-03,4.70312883e-03
382,1.2538789297968055e-03,6.32831993e-03
383,1.2483312541509374e-03,2.11050867e-02
384,1.2340608578855206e-03,1.50959277e-02
385,1.2264545778003920e-03,1.59145998e-03
386,1.2212454261844869e-03,1.06492518e-02
387,1.2198421629498371e-03,7.22718116e-03
388,1.2092694769804836e-03,8.65727718e-03
389,1.2061965325074480e-03,2.01225083e-02
390,1.2042251065935300e-03,7.81253523e-03
391,1.1973714697980659e-03,5.11643765e-02
392,1.1860713249487809e-03,3.84595448e-03
393,1.1859978650824265e-03,7.70662035e-02
394,1.1802138276899548e-03,8.00282939e-03
395,1.1788571558908013e-03,2.51520976e-02
396,1.1707826410392213e-03,3.72572758e-02
397,1.1661867300659329e-03,4.12770852e-02
398,1.1576830887637651e-03,3.15646954e-02
399,1.1568572881582612e-03,1.71413583e-02
400,1.1448691878680765e-03,3.24972701e-02
401,1.1428964478869723e-03,2.29554937e-02
402,1.1365451546401083e-03,3.82604413e-02
403,1.1302400197682528e-03,1.98829516e-02
404,1.1232829191568389e-03,4.88463276e-02
405,1.1179887662243358e-03,5.81384279e-02
406,1.1164250814283780e-03,1.59054874e-02
