station,side,x_over_c,cp
0.20,upper,0.0,0.5039153440002605
0.20,upper,0.004032982601178097,0.32936997579808563
0.20,upper,0.014357862434447586,-0.40305133301431517
0.20,upper,0.023564009268426077,-0.4279909457700807
0.20,upper,0.034491227855630094,-0.6834074029278062
0.20,upper,0.05169196087350357,-0.6266930204521449
0.20,upper,0.07333239119067239,-0.4834152001111256
0.20,upper,0.09496256038540944,-0.5449663172022855
0.20,upper,0.11520946606638906,-0.5308517848538099
0.20,upper,0.1358855424400262,-0.5344479137284013
0.20,upper,0.15615995963283377,-0.5454485421948134
0.20,upper,0.17687432792259472,-0.5519750394160199
0.20,upper,0.19719368647437005,-0.5015361923925638
0.20,upper,0.21796742777699427,-0.4920552890016068
0.20,upper,0.23828080423829556,-0.5029640639507779
0.20,upper,0.25905839639323053,-0.5202321009773286
0.20,upper,0.2793770238980146,-0.5096865538634107
0.20,upper,0.30016797999258,-0.5311799046303202
0.20,upper,0.3204921409879629,-0.5411259122865764
0.20,upper,0.34128981168536476,-0.5421740335622743
0.20,upper,0.36160416115209687,-0.5467376514313905
0.20,upper,0.38242236713241007,-0.553702581911784
0.20,upper,0.4027383560908107,-0.5685993438804241
0.20,upper,0.4235351649609967,-0.5633455225277016
0.20,upper,0.44385394668710476,-0.5644325417246011
0.20,upper,0.4646754814217938,-0.5796111608539563
0.20,upper,0.48498200575791006,-0.5778233561717168
0.20,upper,0.5057545843858752,-0.5845468731621559
0.20,upper,0.5260503600385272,-0.5985178215789154
0.20,upper,0.5468260933431095,-0.5837810216454548
0.20,upper,0.5671145968460607,-0.5486285637258602
0.20,upper,0.5878858214309429,-0.5603595440180493
0.20,upper,0.6081620937735515,-0.5224847438648882
0.20,upper,0.6289116327708064,-0.5248830992638553
0.20,upper,0.6491774965428692,-0.49750842593696304
0.20,upper,0.6699154089783913,-0.467285097431403
0.20,upper,0.6901639394631404,-0.4217712728431333
0.20,upper,0.7108829817156619,-0.3930145633361468
0.20,upper,0.73114952527882,-0.3352855378247067
0.20,upper,0.7518649384884427,-0.3023847292930023
0.20,upper,0.7721065340671703,-0.2439947826486687
0.20,upper,0.7928055571255402,-0.21386338943411307
0.20,upper,0.8130522310557281,-0.17270233585109002
0.20,upper,0.8337960890474576,-0.1338141107472816
0.20,upper,0.8540609700449084,-0.07417045961960331
0.20,upper,0.8747268829590479,-0.05179492865040316
0.20,upper,0.8951620738379011,-0.021478608484488498
0.20,upper,0.9172932386181079,0.012506952548398544
0.20,upper,0.9392025091746184,0.039070322036020476
0.20,upper,0.9533345628380495,0.042246680290207894
0.20,upper,0.9661328362995457,0.03841550631893848
0.20,upper,0.9736799115032007,0.08401326855134249
0.20,upper,0.9830799290647987,0.08266796794618188
0.20,upper,0.9895247903020231,-0.10443544490693114
0.20,upper,0.9983603448836874,-0.07788148280273027
0.20,lower,6.645593881251345e-05,0.8894794896204784
0.20,lower,0.004144998902672172,0.7610671952341668
0.20,lower,0.012524010700047872,0.25096517615936453
0.20,lower,0.021550012774961803,0.2843887537371661
0.20,lower,0.02981274207454291,-0.006320607553000956
0.20,lower,0.04320151240837482,-0.013615509759941009
0.20,lower,0.05424856425174302,0.047147005633688774
0.20,lower,0.07341155675205455,0.03670374720647959
0.20,lower,0.09703523162329063,-0.056342891939001986
0.20,lower,0.11635734514507562,-0.0454171434586402
0.20,lower,0.1385150788186042,-0.06958098799330888
0.20,lower,0.15777036662293156,-0.0750606766837477
0.20,lower,0.17997694881972232,-0.0966541111489007
0.20,lower,0.19933738044435267,-0.115114124195267
0.20,lower,0.2216230134699072,-0.12138464124818296
0.20,lower,0.240963782188404,-0.1060244954200393
