station,side,x_over_c,cp
0.20,upper,0.0,0.1909588652412608
0.20,upper,0.004032982601178059,0.2641415795760185
0.20,upper,0.014357862569418843,-0.8256339100894277
0.20,upper,0.023564009199762315,-0.8367181843891192
0.20,upper,0.03449122794479083,-0.5440428568987171
0.20,upper,0.0516919600351061,-0.7292437695749514
0.20,upper,0.07333239124502423,-0.573816227244589
0.20,upper,0.09496256018520396,-0.5575383924910089
0.20,upper,0.11520946621336028,-0.4296728821167659
0.20,upper,0.13588554236599698,-0.4500520819837252
0.20,upper,0.1561599597508726,-0.426442971531277
0.20,upper,0.1768743278134881,-0.42717853400624023
0.20,upper,0.19719368656760797,-0.4198488308095702
0.20,upper,0.21796742765554722,-0.4054121249532126
0.20,upper,0.23828080431307255,-0.39387159181825426
0.20,upper,0.25905839624769017,-0.39669278453853546
0.20,upper,0.2793770239483155,-0.38852841591776854
0.20,upper,0.30016797982258014,-0.40461776934069343
0.20,upper,0.3204921410143749,-0.3962571195359163
0.20,upper,0.34128981149060833,-0.381063365705326
0.20,upper,0.36160416114896365,-0.3823719380145131
0.20,upper,0.382422366913853,-0.39690185807187783
0.20,upper,0.4027383560683963,-0.386051972028775
0.20,upper,0.4235351647180059,-0.3802971684498283
0.20,upper,0.44385394663574695,-0.35974293400526225
0.20,upper,0.46467548114168256,-0.3648504527421356
0.20,upper,0.48498200568005456,-0.3420164262902633
0.20,upper,0.5057545840995396,-0.33371911305043916
0.20,upper,0.5260503599309847,-0.32369647590284495
0.20,upper,0.5468260930084823,-0.32999493538671487
0.20,upper,0.5671145967175876,-0.3027947930572164
0.20,upper,0.5878858210921244,-0.2839458471631163
0.20,upper,0.6081620936272608,-0.25853521308054533
0.20,upper,0.6289116324083378,-0.24902497231400067
0.20,upper,0.6491774963732424,-0.2321430921854828
0.20,upper,0.6699154085917364,-0.22363425995162164
0.20,upper,0.6901639392748764,-0.19256344474367892
0.20,upper,0.7108829813160042,-0.18680422287187454
0.20,upper,0.731149525061567,-0.1739839916587259
0.20,upper,0.7518649380553629,-0.1609540723548287
0.20,upper,0.7721069539898463,-0.14241163071925314
0.20,upper,0.7928105529319495,-0.14007380061284444
0.20,upper,0.8130445866376171,-0.11729492523389974
0.20,upper,0.8337465401036377,-0.10551564530588753
0.20,upper,0.8540377871713656,-0.09397355627845712
0.20,upper,0.8747909606721243,-0.08445320868976817
0.20,upper,0.8956231150741553,-0.04240415848060933
0.20,upper,0.9184533409687193,-0.030752216733716586
0.20,upper,0.9411968855031718,-0.0027381340222921062
0.20,upper,0.9572322111868105,0.024473358429909227
0.20,upper,0.9688775479059464,0.02002669374889517
0.20,upper,0.9704603016498528,0.053181882732254125
0.20,upper,0.979741670794941,0.05236474101372494
0.20,upper,0.9894985932941639,0.03911909021207057
0.20,upper,0.9983603448836871,0.07311423411479816
0.20,lower,6.64559378149796e-05,0.7699790406119132
0.20,lower,0.004144998894333321,0.6803909421933398
0.20,lower,0.012524010691725988,0.22513495724596433
0.20,lower,0.021550012696996156,0.3161395355446287
0.20,lower,0.02981273979254215,0.07434501841593041
0.20,lower,0.04320150804100056,0.07078974197471474
0.20,lower,0.05424856106722149,0.014825545404824886
0.20,lower,0.0734115521394984,0.02388189027181179
0.20,lower,0.097035225882291,-0.02416180562865349
0.20,lower,0.11635733895093857,-0.03239451245146266
0.20,lower,0.13851507281810096,-0.05303708783347519
0.20,lower,0.157770360459241,-0.05682690223583977
0.20,lower,0.17997694299158334,-0.08480466492012138
0.20,lower,0.1993373744432028,-0.08517858563854505
0.20,lower,0.22162300776810012,-0.09572667866663555
0.20,lower,0.24096377632493093,-0.0894747539907715
0.20,lower,0.261403579015334,-0.10705956540793718
0.20,lower,0.2807543444019805,-0.10684854477110987
0.20,lower,0.2825456505968108,-0.12531431410326874
0.20,lower,0.30190559293036484,-0.13034631336501185
0.20,lower,0.3241396683955401,-0.14387589572275222
0.20,lower,0.34350594229644754,-0.14432548383747087
0.20,lower,0.36573939064761735,-0.16252899692810957
0.20,lower,0.3851087241220672,-0.16453232294917336
0.20,lower,0.40733891105574505,-0.17386329142755044
0.20,lower,0.42670826209362117,-0.17307966461186333
0.20,lower,0.448925304621997,-0.17327220154363177
0.20,lower,0.4682887786994212,-0.16849763448931354
0.20,lower,0.4904935110047191,-0.16666576854227208
0.20,lower,0.5098572192693276,-0.17491531853746603
0.20,lower,0.5320721618330387,-0.1606229083492555
0.20,lower,0.5514092847488352,-0.15615477060625488
0.20,lower,0.5666184996242033,-0.1493255106231935
0.20,lower,0.5859502570707456,-0.1494445679529992
0.20,lower,0.5929343683191843,-0.13255295152919072
0.20,lower,0.6122543032594273,-0.13471178393109712
0.20,lower,0.6344307709275323,-0.11849070507721107
0.20,lower,0.653739620670838,-0.11593725478461228
0.20,lower,0.6758982062440979,-0.10272232250735158
0.20,lower,0.6952025758480157,-0.09828762447350352
0.20,lower,0.7173474324375552,-0.08373054672317307
0.20,lower,0.7366374934887118,-0.08144721153419954
0.20,lower,0.758796984400838,-0.07161546833889386
0.20,lower,0.778076778750141,-0.06889761001640407
0.20,lower,0.8002133485860006,-0.05187267582185842
0.20,lower,0.8194852979112675,-0.04535843342238326
0.20,lower,0.841594739766809,-0.02735307978016795
0.20,lower,0.8608824664768446,-0.032776868667117647
0.20,lower,0.8710037254233586,-0.01735451127972345
0.20,lower,0.8904606360607685,-0.017907721037013196
0.20,lower,0.9027417202788035,0.017234727695680366
0.20,lower,0.9218708890951072,0.021570399884466775
0.20,lower,0.9440198528249198,0.04719345677418219
0.20,lower,0.9580119418689091,0.04406729866414478
0.20,lower,0.9731822195227752,0.0559560513566436
0.20,lower,0.9845534208582146,0.0652294575859056
0.20,lower,0.9921830580761656,0.029446907862089897
0.20,lower,1.0,0.07763830842465723
0.44,upper,0.0,0.16545955234934062
0.44,upper,0.005125662076822489,0.16887952192789313
0.44,upper,0.014015278464833988,-0.6764097513249939
0.44,upper,0.025769033862859652,-0.9379856978831675
0.44,upper,0.04425886174913842,-0.786065620916409
0.44,upper,0.06894920458225078,-0.7889192273584557
0.44,upper,0.093886713182424,-0.5394504980395591
0.44,upper,0.1171641179559617,-0.5472576382180573
0.44,upper,0.14006625822207608,-0.4871317240579981
0.44,upper,0.1635086427797229,-0.49415809971752456
0.44,upper,0.18644534400888224,-0.44555834643041714
0.44,upper,0.20989565133300328,-0.46715258648341507
0.44,upper,0.23286447922257714,-0.45069317002788495
0.44,upper,0.25633053724696503,-0.42262938010407314
0.44,upper,0.2792761631043047,-0.4061502512572516
0.44,upper,0.3027787855900666,-0.41438563328655914
0.44,upper,0.3257471026178864,-0.3964770214437462
0.44,upper,0.34925235095743995,-0.40397057765595995
0.44,upper,0.37221644985038566,-0.39168325551743677
0.44,upper,0.39573130508223,-0.3823466513269361
0.44,upper,0.4186986256465358,-0.37922616084416416
0.44,upper,0.44221018283960545,-0.38207919752914427
0.44,upper,0.46516904068462805,-0.3472988322095331
0.44,upper,0.4886649621222684,-0.32991564455626304
0.44,upper,0.5116221577318264,-0.3285157734479752
0.44,upper,0.535109454001926,-0.328225379595272
0.44,upper,0.5580417049530485,-0.2798631090223909
