path,alpha,level,eta,side,x_over_c,cp
conforming,0.0,xcoarse_ss,0.20,upper,0.04211,-0.060566
conforming,0.0,xcoarse_ss,0.20,upper,0.04248,-0.066417
conforming,0.0,xcoarse_ss,0.20,upper,0.04286,-0.072268
conforming,0.0,xcoarse_ss,0.20,upper,0.04323,-0.078118
conforming,0.0,xcoarse_ss,0.20,upper,0.04361,-0.083969
conforming,0.0,xcoarse_ss,0.20,upper,0.04398,-0.089820
conforming,0.0,xcoarse_ss,0.20,upper,0.04436,-0.095670
conforming,0.0,xcoarse_ss,0.20,upper,0.04474,-0.101521
conforming,0.0,xcoarse_ss,0.20,upper,0.04511,-0.107372
conforming,0.0,xcoarse_ss,0.20,upper,0.04549,-0.113223
conforming,0.0,xcoarse_ss,0.20,upper,0.04586,-0.119073
conforming,0.0,xcoarse_ss,0.20,upper,0.04624,-0.124924
conforming,0.0,xcoarse_ss,0.20,upper,0.04662,-0.130775
conforming,0.0,xcoarse_ss,0.20,upper,0.04699,-0.136626
conforming,0.0,xcoarse_ss,0.20,upper,0.04737,-0.142476
conforming,0.0,xcoarse_ss,0.20,upper,0.04774,-0.148327
conforming,0.0,xcoarse_ss,0.20,upper,0.04812,-0.154178
conforming,0.0,xcoarse_ss,0.20,upper,0.04850,-0.160028
conforming,0.0,xcoarse_ss,0.20,upper,0.04887,-0.165879
conforming,0.0,xcoarse_ss,0.20,upper,0.04925,-0.171730
conforming,0.0,xcoarse_ss,0.20,upper,0.04962,-0.177581
conforming,0.0,xcoarse_ss,0.20,upper,0.05000,-0.183431
conforming,0.0,xcoarse_ss,0.20,upper,0.05038,-0.189282
conforming,0.0,xcoarse_ss,0.20,upper,0.05075,-0.195133
conforming,0.0,xcoarse_ss,0.20,upper,0.05113,-0.200984
conforming,0.0,xcoarse_ss,0.20,upper,0.05150,-0.206834
conforming,0.0,xcoarse_ss,0.20,upper,0.05188,-0.212685
conforming,0.0,xcoarse_ss,0.20,upper,0.05226,-0.214651
conforming,0.0,xcoarse_ss,0.20,upper,0.05263,-0.215516
conforming,0.0,xcoarse_ss,0.20,upper,0.05301,-0.216381
conforming,0.0,xcoarse_ss,0.20,upper,0.05338,-0.217246
conforming,0.0,xcoarse_ss,0.20,upper,0.05376,-0.218112
conforming,0.0,xcoarse_ss,0.20,upper,0.05414,-0.218977
conforming,0.0,xcoarse_ss,0.20,upper,0.05451,-0.219842
conforming,0.0,xcoarse_ss,0.20,upper,0.05489,-0.220707
conforming,0.0,xcoarse_ss,0.20,upper,0.05526,-0.221572
conforming,0.0,xcoarse_ss,0.20,upper,0.05564,-0.222437
conforming,0.0,xcoarse_ss,0.20,upper,0.05602,-0.223303
conforming,0.0,xcoarse_ss,0.20,upper,0.05639,-0.224168
conforming,0.0,xcoarse_ss,0.20,upper,0.05677,-0.225033
conforming,0.0,xcoarse_ss,0.20,upper,0.05714,-0.225898
conforming,0.0,xcoarse_ss,0.20,upper,0.05752,-0.226763
conforming,0.0,xcoarse_ss,0.20,upper,0.05789,-0.227628
conforming,0.0,xcoarse_ss,0.20,upper,0.05827,-0.228494
conforming,0.0,xcoarse_ss,0.20,upper,0.05865,-0.229359
conforming,0.0,xcoarse_ss,0.20,upper,0.05902,-0.230224
conforming,0.0,xcoarse_ss,0.20,upper,0.05940,-0.231089
conforming,0.0,xcoarse_ss,0.20,upper,0.05977,-0.231954
conforming,0.0,xcoarse_ss,0.20,upper,0.06015,-0.232820
conforming,0.0,xcoarse_ss,0.20,upper,0.06053,-0.233685
conforming,0.0,xcoarse_ss,0.20,upper,0.06090,-0.234550
conforming,0.0,xcoarse_ss,0.20,upper,0.06128,-0.235415
conforming,0.0,xcoarse_ss,0.20,upper,0.06165,-0.236280
conforming,0.0,xcoarse_ss,0.20,upper,0.06203,-0.237145
conforming,0.0,xcoarse_ss,0.20,upper,0.06241,-0.238011
conforming,0.0,xcoarse_ss,0.20,upper,0.06278,-0.238876
conforming,0.0,xcoarse_ss,0.20,upper,0.06316,-0.239741
conforming,0.0,xcoarse_ss,0.20,upper,0.06353,-0.240606
conforming,0.0,xcoarse_ss,0.20,upper,0.06391,-0.241471
conforming,0.0,xcoarse_ss,0.20,upper,0.06429,-0.242336
conforming,0.0,xcoarse_ss,0.20,upper,0.06466,-0.243202
conforming,0.0,xcoarse_ss,0.20,upper,0.06504,-0.244067
conforming,0.0,xcoarse_ss,0.20,upper,0.06541,-0.244932
conforming,0.0,xcoarse_ss,0.20,upper,0.06579,-0.245797
conforming,0.0,xcoarse_ss,0.20,upper,0.06617,-0.246662
conforming,0.0,xcoarse_ss,0.20,upper,0.06654,-0.247528
conforming,0.0,xcoarse_ss,0.20,upper,0.06692,-0.248393
conforming,0.0,xcoarse_ss,0.20,upper,0.06729,-0.249258
conforming,0.0,xcoarse_ss,0.20,upper,0.06767,-0.250123
conforming,0.0,xcoarse_ss,0.20,upper,0.06805,-0.250988
conforming,0.0,xcoarse_ss,0.20,upper,0.06842,-0.251853
conforming,0.0,xcoarse_ss,0.20,upper,0.06880,-0.252719
conforming,0.0,xcoarse_ss,0.20,upper,0.06917,-0.253584
conforming,0.0,xcoarse_ss,0.20,upper,0.06955,-0.254449
conforming,0.0,xcoarse_ss,0.20,upper,0.06992,-0.255314
conforming,0.0,xcoarse_ss,0.20,upper,0.07030,-0.256179
conforming,0.0,xcoarse_ss,0.20,upper,0.07068,-0.257044
conforming,0.0,xcoarse_ss,0.20,upper,0.07105,-0.257910
conforming,0.0,xcoarse_ss,0.20,upper,0.07143,-0.258775
conforming,0.0,xcoarse_ss,0.20,upper,0.07180,-0.259640
conforming,0.0,xcoarse_ss,0.20,upper,0.07218,-0.260505
conforming,0.0,xcoarse_ss,0.20,upper,0.07256,-0.261370
conforming,0.0,xcoarse_ss,0.20,upper,0.07293,-0.262235
conforming,0.0,xcoarse_ss,0.20,upper,0.07331,-0.263101
conforming,0.0,xcoarse_ss,0.20,upper,0.07368,-0.263966
conforming,0.0,xcoarse_ss,0.20,upper,0.07406,-0.264831
conforming,0.0,xcoarse_ss,0.20,upper,0.07444,-0.265696
conforming,0.0,xcoarse_ss,0.20,upper,0.07481,-0.266561
conforming,0.0,xcoarse_ss,0.20,upper,0.07519,-0.267427
conforming,0.0,xcoarse_ss,0.20,upper,0.07556,-0.268292
conforming,0.0,xcoarse_ss,0.20,upper,0.07594,-0.269157
conforming,0.0,xcoarse_ss,0.20,upper,0.07632,-0.270022
conforming,0.0,xcoarse_ss,0.20,upper,0.07669,-0.270887
conforming,0.0,xcoarse_ss,0.20,upper,0.07707,-0.271752
conforming,0.0,xcoarse_ss,0.20,upper,0.07744,-0.272618
conforming,0.0,xcoarse_ss,0.20,upper,0.07782,-0.273483
conforming,0.0,xcoarse_ss,0.20,upper,0.07820,-0.274348
conforming,0.0,xcoarse_ss,0.20,upper,0.07857,-0.275213
conforming,0.0,xcoarse_ss,0.20,upper,0.07895,-0.276078
conforming,0.0,xcoarse_ss,0.20,upper,0.07932,-0.276943
conforming,0.0,xcoarse_ss,0.20,upper,0.07970,-0.277809
conforming,0.0,xcoarse_ss,0.20,upper,0.08008,-0.278674
conforming,0.0,xcoarse_ss,0.20,upper,0.08045,-0.279539
conforming,0.0,xcoarse_ss,0.20,upper,0.08083,-0.280404
conforming,0.0,xcoarse_ss,0.20,upper,0.08120,-0.281269
conforming,0.0,xcoarse_ss,0.20,upper,0.08158,-0.282135
conforming,0.0,xcoarse_ss,0.20,upper,0.08195,-0.283000
conforming,0.0,xcoarse_ss,0.20,upper,0.08233,-0.283865
conforming,0.0,xcoarse_ss,0.20,upper,0.08271,-0.284730
conforming,0.0,xcoarse_ss,0.20,upper,0.08308,-0.285595
conforming,0.0,xcoarse_ss,0.20,upper,0.08346,-0.286460
conforming,0.0,xcoarse_ss,0.20,upper,0.08383,-0.287326
conforming,0.0,xcoarse_ss,0.20,upper,0.08421,-0.288191
conforming,0.0,xcoarse_ss,0.20,upper,0.08459,-0.289056
conforming,0.0,xcoarse_ss,0.20,upper,0.08496,-0.289921
conforming,0.0,xcoarse_ss,0.20,upper,0.08534,-0.290786
conforming,0.0,xcoarse_ss,0.20,upper,0.08571,-0.291651
conforming,0.0,xcoarse_ss,0.20,upper,0.08609,-0.292517
conforming,0.0,xcoarse_ss,0.20,upper,0.08647,-0.293382
conforming,0.0,xcoarse_ss,0.20,upper,0.08684,-0.294247
conforming,0.0,xcoarse_ss,0.20,upper,0.08722,-0.295112
conforming,0.0,xcoarse_ss,0.20,upper,0.08759,-0.295977
conforming,0.0,xcoarse_ss,0.20,upper,0.08797,-0.296843
conforming,0.0,xcoarse_ss,0.20,upper,0.08835,-0.297708
conforming,0.0,xcoarse_ss,0.20,upper,0.08872,-0.297609
conforming,0.0,xcoarse_ss,0.20,upper,0.08910,-0.296739
conforming,0.0,xcoarse_ss,0.20,upper,0.08947,-0.295868
conforming,0.0,xcoarse_ss,0.20,upper,0.08985,-0.294997
conforming,0.0,xcoarse_ss,0.20,upper,0.09023,-0.294127
conforming,0.0,xcoarse_ss,0.20,upper,0.09060,-0.293256
conforming,0.0,xcoarse_ss,0.20,upper,0.09098,-0.292385
conforming,0.0,xcoarse_ss,0.20,upper,0.09135,-0.291514
conforming,0.0,xcoarse_ss,0.20,upper,0.09173,-0.290644
conforming,0.0,xcoarse_ss,0.20,upper,0.09211,-0.289773
conforming,0.0,xcoarse_ss,0.20,upper,0.09248,-0.288902
conforming,0.0,xcoarse_ss,0.20,upper,0.09286,-0.288032
conforming,0.0,xcoarse_ss,0.20,upper,0.09323,-0.287161
conforming,0.0,xcoarse_ss,0.20,upper,0.09361,-0.286290
conforming,0.0,xcoarse_ss,0.20,upper,0.09398,-0.285420
conforming,0.0,xcoarse_ss,0.20,upper,0.09436,-0.284549
conforming,0.0,xcoarse_ss,0.20,upper,0.09474,-0.283678
conforming,0.0,xcoarse_ss,0.20,upper,0.09511,-0.282807
conforming,0.0,xcoarse_ss,0.20,upper,0.09549,-0.281937
conforming,0.0,xcoarse_ss,0.20,upper,0.09586,-0.281066
conforming,0.0,xcoarse_ss,0.20,upper,0.09624,-0.280195
conforming,0.0,xcoarse_ss,0.20,upper,0.09662,-0.279325
conforming,0.0,xcoarse_ss,0.20,upper,0.09699,-0.278454
conforming,0.0,xcoarse_ss,0.20,upper,0.09737,-0.277583
conforming,0.0,xcoarse_ss,0.20,upper,0.09774,-0.276712
conforming,0.0,xcoarse_ss,0.20,upper,0.09812,-0.275842
conforming,0.0,xcoarse_ss,0.20,upper,0.09850,-0.274971
conforming,0.0,xcoarse_ss,0.20,upper,0.09887,-0.274100
conforming,0.0,xcoarse_ss,0.20,upper,0.09925,-0.273230
conforming,0.0,xcoarse_ss,0.20,upper,0.09962,-0.272359
conforming,0.0,xcoarse_ss,0.20,upper,0.10000,-0.271488
conforming,0.0,xcoarse_ss,0.20,upper,0.10038,-0.270617
conforming,0.0,xcoarse_ss,0.20,upper,0.10075,-0.269747
conforming,0.0,xcoarse_ss,0.20,upper,0.10113,-0.268876
conforming,0.0,xcoarse_ss,0.20,upper,0.10150,-0.268005
conforming,0.0,xcoarse_ss,0.20,upper,0.10188,-0.267135
conforming,0.0,xcoarse_ss,0.20,upper,0.10226,-0.266264
conforming,0.0,xcoarse_ss,0.20,upper,0.10263,-0.265393
conforming,0.0,xcoarse_ss,0.20,upper,0.10301,-0.264522
conforming,0.0,xcoarse_ss,0.20,upper,0.10338,-0.263652
conforming,0.0,xcoarse_ss,0.20,upper,0.10376,-0.262781
conforming,0.0,xcoarse_ss,0.20,upper,0.10414,-0.261910
conforming,0.0,xcoarse_ss,0.20,upper,0.10451,-0.261040
conforming,0.0,xcoarse_ss,0.20,upper,0.10489,-0.260169
conforming,0.0,xcoarse_ss,0.20,upper,0.10526,-0.259298
conforming,0.0,xcoarse_ss,0.20,upper,0.10564,-0.258427
conforming,0.0,xcoarse_ss,0.20,upper,0.10602,-0.257557
conforming,0.0,xcoarse_ss,0.20,upper,0.10639,-0.256686
conforming,0.0,xcoarse_ss,0.20,upper,0.10677,-0.255815
conforming,0.0,xcoarse_ss,0.20,upper,0.10714,-0.254945
conforming,0.0,xcoarse_ss,0.20,upper,0.10752,-0.254074
conforming,0.0,xcoarse_ss,0.20,upper,0.10789,-0.253203
conforming,0.0,xcoarse_ss,0.20,upper,0.10827,-0.252333
conforming,0.0,xcoarse_ss,0.20,upper,0.10865,-0.251462
conforming,0.0,xcoarse_ss,0.20,upper,0.10902,-0.250591
conforming,0.0,xcoarse_ss,0.20,upper,0.10940,-0.249720
conforming,0.0,xcoarse_ss,0.20,upper,0.10977,-0.248850
conforming,0.0,xcoarse_ss,0.20,upper,0.11015,-0.247979
conforming,0.0,xcoarse_ss,0.20,upper,0.11053,-0.247108
conforming,0.0,xcoarse_ss,0.20,upper,0.11090,-0.246238
conforming,0.0,xcoarse_ss,0.20,upper,0.11128,-0.245367
conforming,0.0,xcoarse_ss,0.20,upper,0.11165,-0.244496
conforming,0.0,xcoarse_ss,0.20,upper,0.11203,-0.243625
conforming,0.0,xcoarse_ss,0.20,upper,0.11241,-0.242755
conforming,0.0,xcoarse_ss,0.20,upper,0.11278,-0.241884
conforming,0.0,xcoarse_ss,0.20,upper,0.11316,-0.241013
conforming,0.0,xcoarse_ss,0.20,upper,0.11353,-0.240143
conforming,0.0,xcoarse_ss,0.20,upper,0.11391,-0.239272
conforming,0.0,xcoarse_ss,0.20,upper,0.11429,-0.238401
conforming,0.0,xcoarse_ss,0.20,upper,0.11466,-0.237530
conforming,0.0,xcoarse_ss,0.20,upper,0.11504,-0.236660
conforming,0.0,xcoarse_ss,0.20,upper,0.11541,-0.235789
conforming,0.0,xcoarse_ss,0.20,upper,0.11579,-0.234918
conforming,0.0,xcoarse_ss,0.20,upper,0.11617,-0.234048
conforming,0.0,xcoarse_ss,0.20,upper,0.11654,-0.233177
conforming,0.0,xcoarse_ss,0.20,upper,0.11692,-0.232306
conforming,0.0,xcoarse_ss,0.20,upper,0.11729,-0.231435
conforming,0.0,xcoarse_ss,0.20,upper,0.11767,-0.230565
conforming,0.0,xcoarse_ss,0.20,upper,0.11805,-0.229694
conforming,0.0,xcoarse_ss,0.20,upper,0.11842,-0.228823
conforming,0.0,xcoarse_ss,0.20,upper,0.11880,-0.227953
conforming,0.0,xcoarse_ss,0.20,upper,0.11917,-0.227082
conforming,0.0,xcoarse_ss,0.20,upper,0.11955,-0.226211
conforming,0.0,xcoarse_ss,0.20,upper,0.11992,-0.225340
conforming,0.0,xcoarse_ss,0.20,upper,0.12030,-0.224470
conforming,0.0,xcoarse_ss,0.20,upper,0.12068,-0.223599
conforming,0.0,xcoarse_ss,0.20,upper,0.12105,-0.222728
conforming,0.0,xcoarse_ss,0.20,upper,0.12143,-0.221858
conforming,0.0,xcoarse_ss,0.20,upper,0.12180,-0.220987
conforming,0.0,xcoarse_ss,0.20,upper,0.12218,-0.220116
conforming,0.0,xcoarse_ss,0.20,upper,0.12256,-0.219245
conforming,0.0,xcoarse_ss,0.20,upper,0.12293,-0.218375
conforming,0.0,xcoarse_ss,0.20,upper,0.12331,-0.217504
conforming,0.0,xcoarse_ss,0.20,upper,0.12368,-0.216633
conforming,0.0,xcoarse_ss,0.20,upper,0.12406,-0.215763
conforming,0.0,xcoarse_ss,0.20,upper,0.12444,-0.214892
conforming,0.0,xcoarse_ss,0.20,upper,0.12481,-0.214021
conforming,0.0,xcoarse_ss,0.20,upper,0.12519,-0.213151
conforming,0.0,xcoarse_ss,0.20,upper,0.12556,-0.212280
conforming,0.0,xcoarse_ss,0.20,upper,0.12594,-0.211409
conforming,0.0,xcoarse_ss,0.20,upper,0.12632,-0.210538
conforming,0.0,xcoarse_ss,0.20,upper,0.12669,-0.209668
conforming,0.0,xcoarse_ss,0.20,upper,0.12707,-0.208797
conforming,0.0,xcoarse_ss,0.20,upper,0.12744,-0.207926
conforming,0.0,xcoarse_ss,0.20,upper,0.12782,-0.207056
conforming,0.0,xcoarse_ss,0.20,upper,0.12820,-0.206377
conforming,0.0,xcoarse_ss,0.20,upper,0.12857,-0.206053
conforming,0.0,xcoarse_ss,0.20,upper,0.12895,-0.205728
conforming,0.0,xcoarse_ss,0.20,upper,0.12932,-0.205403
conforming,0.0,xcoarse_ss,0.20,upper,0.12970,-0.205079
conforming,0.0,xcoarse_ss,0.20,upper,0.13008,-0.204754
conforming,0.0,xcoarse_ss,0.20,upper,0.13045,-0.204430
conforming,0.0,xcoarse_ss,0.20,upper,0.13083,-0.204105
conforming,0.0,xcoarse_ss,0.20,upper,0.13120,-0.203780
conforming,0.0,xcoarse_ss,0.20,upper,0.13158,-0.203456
conforming,0.0,xcoarse_ss,0.20,upper,0.13195,-0.203131
conforming,0.0,xcoarse_ss,0.20,upper,0.13233,-0.202806
conforming,0.0,xcoarse_ss,0.20,upper,0.13271,-0.202482
conforming,0.0,xcoarse_ss,0.20,upper,0.13308,-0.202157
conforming,0.0,xcoarse_ss,0.20,upper,0.13346,-0.201832
conforming,0.0,xcoarse_ss,0.20,upper,0.13383,-0.201508
conforming,0.0,xcoarse_ss,0.20,upper,0.13421,-0.201183
conforming,0.0,xcoarse_ss,0.20,upper,0.13459,-0.200858
conforming,0.0,xcoarse_ss,0.20,upper,0.13496,-0.200534
conforming,0.0,xcoarse_ss,0.20,upper,0.13534,-0.200209
conforming,0.0,xcoarse_ss,0.20,upper,0.13571,-0.199884
conforming,0.0,xcoarse_ss,0.20,upper,0.13609,-0.199560
conforming,0.0,xcoarse_ss,0.20,upper,0.13647,-0.199235
conforming,0.0,xcoarse_ss,0.20,upper,0.13684,-0.198910
conforming,0.0,xcoarse_ss,0.20,upper,0.13722,-0.198586
conforming,0.0,xcoarse_ss,0.20,upper,0.13759,-0.198261
conforming,0.0,xcoarse_ss,0.20,upper,0.13797,-0.197937
conforming,0.0,xcoarse_ss,0.20,upper,0.13835,-0.197612
conforming,0.0,xcoarse_ss,0.20,upper,0.13872,-0.197287
conforming,0.0,xcoarse_ss,0.20,upper,0.13910,-0.196963
conforming,0.0,xcoarse_ss,0.20,upper,0.13947,-0.196638
conforming,0.0,xcoarse_ss,0.20,upper,0.13985,-0.196313
conforming,0.0,xcoarse_ss,0.20,upper,0.14023,-0.195989
conforming,0.0,xcoarse_ss,0.20,upper,0.14060,-0.195664
conforming,0.0,xcoarse_ss,0.20,upper,0.14098,-0.195339
conforming,0.0,xcoarse_ss,0.20,upper,0.14135,-0.195015
conforming,0.0,xcoarse_ss,0.20,upper,0.14173,-0.194690
conforming,0.0,xcoarse_ss,0.20,upper,0.14211,-0.194365
conforming,0.0,xcoarse_ss,0.20,upper,0.14248,-0.194041
conforming,0.0,xcoarse_ss,0.20,upper,0.14286,-0.193716
conforming,0.0,xcoarse_ss,0.20,upper,0.14323,-0.193391
conforming,0.0,xcoarse_ss,0.20,upper,0.14361,-0.193067
conforming,0.0,xcoarse_ss,0.20,upper,0.14398,-0.192742
conforming,0.0,xcoarse_ss,0.20,upper,0.14436,-0.192417
conforming,0.0,xcoarse_ss,0.20,upper,0.14474,-0.192093
conforming,0.0,xcoarse_ss,0.20,upper,0.14511,-0.191768
conforming,0.0,xcoarse_ss,0.20,upper,0.14549,-0.191444
conforming,0.0,xcoarse_ss,0.20,upper,0.14586,-0.191119
conforming,0.0,xcoarse_ss,0.20,upper,0.14624,-0.190794
conforming,0.0,xcoarse_ss,0.20,upper,0.14662,-0.190470
conforming,0.0,xcoarse_ss,0.20,upper,0.14699,-0.190145
conforming,0.0,xcoarse_ss,0.20,upper,0.14737,-0.189820
conforming,0.0,xcoarse_ss,0.20,upper,0.14774,-0.189496
conforming,0.0,xcoarse_ss,0.20,upper,0.14812,-0.189171
conforming,0.0,xcoarse_ss,0.20,upper,0.14850,-0.188846
conforming,0.0,xcoarse_ss,0.20,upper,0.14887,-0.188522
conforming,0.0,xcoarse_ss,0.20,upper,0.14925,-0.188197
conforming,0.0,xcoarse_ss,0.20,upper,0.14962,-0.187872
conforming,0.0,xcoarse_ss,0.20,upper,0.15000,-0.187548
conforming,0.0,xcoarse_ss,0.20,lower,0.00000,0.297581
