metric,value
n_nodes,9890
n_elements,29250
total_volume,28.110105804635857
min_volume,1.1905473193327335e-06
max_volume,0.06758587104618308
mean_volume,0.0009610292582781489
min_edge_length,0.012975644614791528
max_edge_length,4.084228778355808
mean_edge_length,0.13317683085049595
n_2d_triangles,9750
dz,0.04
h_wall,0.02
h_wake_target,0.06
corridor_alpha_deg,-6.0..6.0
corridor_n_triangles,169
corridor_median_edge,0.05946528865087289
corridor_p90_edge,0.06215743150032665
